Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,Energy Drift
7.01,109.827695,1.368282,86.293451,-14.31155,71.981901,1.1247172031,-0.2236179688,1.3483351719,,,7.3667961918,,0.2304498424,,2.55605853116094E-07,,0.0005346283,
7.02,110.132088,1.397157,86.532618,-14.545999,71.986619,1.1247909219,-0.2272812344,1.3520721563,,,5.807093912,,0.2339803773,,1.86499626328666E-07,,0.0006002076,
7.03,110.446135,1.427136,86.779369,-14.788041,71.991328,1.1248645,-0.2310631406,1.3559276406,,,4.3921439991,,0.237653411,,1.28363053628238E-07,,0.0006656618,
7.04,110.755488,1.456956,87.022433,-15.031725,71.990708,1.1248548125,-0.2348707031,1.3597255156,,,3.1911937302,,0.2413802598,,1.35398535596958E-07,,0.0006570439,
7.05,111.047358,1.484796,87.25176,-15.256101,71.995659,1.1249321719,-0.2383765781,1.36330875,,,2.2335937936,,0.2448374564,,8.44518617662205E-08,,0.0007258619,
7.06,111.31097,1.509964,87.458884,-15.463643,71.995241,1.1249256406,-0.2416194219,1.3665450625,,,1.5151376039,,0.2480571588,,8.82905601944409E-08,,0.0007200518,
7.07,111.537571,1.531494,87.636929,-15.647459,71.98947,1.1248354688,-0.2444915469,1.3693270156,,,1.0086350791,,0.250926351,,0.00000015,,0.000639836,
7.08,111.72026,1.548387,87.78047,-15.796768,71.983702,1.1247453438,-0.2468245,1.3715698438,,,0.6750582068,,0.2532690651,,2.27943367586233E-07,,0.0005596619,
7.09,111.853531,1.559795,87.885183,-15.901713,71.98347,1.1247417188,-0.2484642656,1.3732059844,,,0.4738233257,,0.2549222057,,2.31417905798687E-07,,0.0005564371,
7.1,111.933275,1.565737,87.94784,-15.969977,71.977863,1.1246541094,-0.2495308906,1.374185,,,0.3703991441,,0.2560004175,,3.23383891325592E-07,,0.0004785009,
7.11,111.956615,1.565453,87.966178,-15.988455,71.977723,1.1246519219,-0.2498196094,1.3744715313,,,0.3425342529,,0.2562926639,,3.25876601278749E-07,,0.0004765549,
7.12,111.922126,1.559055,87.93908,-15.961414,71.977666,1.1246510313,-0.2493970938,1.374048125,,,0.384094102,,0.2558650424,,3.26894231786139E-07,,0.0004757626,
7.13,111.83062,1.546892,87.867182,-15.894918,71.972264,1.124566625,-0.2483580938,1.3729247188,,,0.5058897335,,0.254815005,,4.3053662817839E-07,,0.0004006759,
7.14,111.685896,1.528916,87.75347,-15.781002,71.972468,1.1245698125,-0.2465781563,1.3711479688,,,0.7327073397,,0.2530211766,,4.2636381359721E-07,,0.0004035114,
7.15,111.495365,1.505898,87.603767,-15.625321,71.978446,1.1246632188,-0.2441456406,1.3688088594,,,1.0951920943,,0.2505799241,,3.13106442348536E-07,,0.0004866045,
7.16,111.270492,1.479484,87.427081,-15.447973,71.979108,1.1246735625,-0.2413745781,1.3660481406,,,1.6164255623,,0.2478133283,,3.01637555597126E-07,,0.0004958062,
7.17,111.026753,1.45098,87.23557,-15.255666,71.979904,1.124686,-0.2383697813,1.3630557813,,,2.2956075807,,0.2448307301,,2.88130513928477E-07,,0.0005068704,
7.18,110.782171,1.422156,87.043398,-15.06271,71.980688,1.12469825,-0.2353548438,1.3600530938,,,3.0965731568,,0.2418562153,,2.7512951787831E-07,,0.0005177679,
7.19,110.554478,1.394981,86.864496,-14.888664,71.975832,1.124622375,-0.232635375,1.35725775,,,3.9497637643,,0.2391888023,,3.60483642328366E-07,,0.0004502704,
7.2,110.357341,1.369885,86.709602,-14.722667,71.986935,1.1247958594,-0.2300416719,1.3548375313,,,4.772207405,,0.2366585283,,1.82259426988069E-07,,0.0006046,
7.21,110.196459,1.348453,86.583195,-14.591199,71.991996,1.1248749375,-0.2279874844,1.3528624219,,,5.5009961913,,0.2346641238,,0.000000121,,0.0006749469,
7.22,110.067513,1.330432,86.48188,-14.490793,71.991087,1.1248607344,-0.2264186406,1.351279375,,,6.1224883837,,0.233146622,,1.31075513994281E-07,,0.000662312,
7.23,109.956942,1.314496,86.395002,-14.405151,71.989851,1.1248414219,-0.2250804844,1.3499219063,,,6.681900633,,0.2318561482,,1.45432417803717E-07,,0.0006451318,
7.24,109.84535,1.299032,86.307322,-14.318727,71.988595,1.1248217969,-0.2237301094,1.3485519063,,,7.2712700446,,0.2305575216,,1.60785782409937E-07,,0.0006276736,
7.25,109.713128,1.282408,86.203433,-14.215767,71.987666,1.1248072813,-0.2221213594,1.3469286406,,,8.0018336853,,0.2290151818,,1.72637466161095E-07,,0.0006147607,
7.26,109.546724,1.263543,86.072687,-14.085337,71.98735,1.1248023438,-0.2200833906,1.3448857344,,,8.9709550255,,0.2270687736,,1.76764874486067E-07,,0.0006103684,
7.27,109.343817,1.241894,85.913259,-13.914567,71.998692,1.1249795625,-0.2174151094,1.3423946719,,,10.2276022124,,0.2245329288,,5.91537307971853E-08,,0.00076802,
7.28,109.115735,1.220015,85.734052,-13.745135,71.988917,1.1248268281,-0.2147677344,1.3395945625,,,11.7384644835,,0.2220310251,,1.56776224322475E-07,,0.0006321494,
7.29,108.88629,1.199003,85.553773,-13.568718,71.985055,1.1247664844,-0.2120112188,1.3367777031,,,13.3633328305,,0.2194408739,,2.0820378095681E-07,,0.0005784683,
7.3,108.687134,1.181823,85.397292,-13.410541,71.986751,1.1247929844,-0.2095397031,1.3343326875,,,14.8590610118,,0.2171314432,,1.84722474131878E-07,,0.0006020424,
7.31,108.550943,1.171749,85.290285,-13.302127,71.988158,1.1248149688,-0.2078457344,1.3326607031,,,15.9275722234,,0.2155556231,,1.66308302823672E-07,,0.0006215994,
7.32,108.504472,1.171256,85.253772,-13.264753,71.989019,1.1248284219,-0.2072617656,1.3320901875,,,16.300657375,,0.2150137145,,1.55516674453746E-07,,0.0006335672,
7.33,108.563778,1.181582,85.30037,-13.30559,71.99478,1.1249184375,-0.2078998438,1.3328182813,,,15.8252896269,,0.2156058698,,9.26230790720535E-08,,0.000713644,
7.34,108.732695,1.203292,85.433091,-13.433059,72.000032,1.1250005,-0.2098915469,1.3348920469,,,14.509884719,,0.2174594668,,4.94074648283413E-08,,0.0007866458,
7.35,109.004421,1.235948,85.646591,-13.647138,71.999453,1.1249914531,-0.2132365313,1.3382279844,,,12.5136109342,,0.2205903587,,5.35111515287427E-08,,0.0007785978,
7.36,109.365069,1.277464,85.929958,-13.920338,72.00962,1.1251503125,-0.2175052813,1.3426555938,,,10.0921234217,,0.2246183926,,5.25123419715183E-09,,0.0009199171,
7.37,109.796169,1.326934,86.26868,-14.259901,72.008779,1.1251371719,-0.2228109531,1.347948125,,,7.5389248264,,0.2296756749,,7.32839151627518E-09,,0.0009082274,
7.38,110.276831,1.382018,86.646344,-14.643921,72.002423,1.1250378594,-0.2288112656,1.353849125,,,5.1304436156,,0.235462917,,3.41948608881837E-08,,0.0008198802,
7.39,110.785548,1.440275,87.046051,-15.049922,71.996129,1.1249395156,-0.2351550313,1.3600945469,,,3.0846994913,,0.2416597241,,8.02375164380349E-08,,0.0007323948,
7.4,111.301486,1.499771,87.451433,-15.467002,71.984431,1.1247567344,-0.2416719063,1.3664286406,,,1.538575437,,0.2481094416,,2.17196567194336E-07,,0.0005697948,
7.41,111.805861,1.55781,87.847729,-15.863821,71.983908,1.1247485625,-0.2478722031,1.3726207656,,,0.5417228776,,0.2543246937,,2.24880245597086E-07,,0.0005625252,
7.42,112.283444,1.613662,88.222973,-16.250264,71.972709,1.1245735781,-0.253910375,1.3784839531,,,0.0667887831,,0.2604513276,,4.21460347860048E-07,,0.0004068613,
7.43,112.723572,1.664911,88.56879,-16.590628,71.978162,1.1246587813,-0.2592285625,1.3838873438,,,0.0330122521,,0.2659078243,,3.1809222121092E-07,,0.0004826569,
7.44,113.120239,1.711453,88.880458,-16.896609,71.983849,1.1247476406,-0.2640095156,1.3887571563,,,0.33449999,,0.2708613984,,2.2575543009425E-07,,0.0005617052,
7.45,113.471586,1.752894,89.156516,-17.166908,71.989608,1.124837625,-0.2682329375,1.3930705625,,,0.8643546243,,0.2752753403,,1.48342756378296E-07,,0.0006417542,
7.46,113.779045,1.78916,89.398093,-17.402599,71.995494,1.1249295938,-0.2719156094,1.3968452031,,,1.5305790707,,0.2791532544,,0.000000086,,0.0007235684,
7.47,114.046574,1.820434,89.608294,-17.606854,72.00144,1.1250225,-0.2751070938,1.4001295938,,,2.2641062636,,0.2825358786,,4.01112372283615E-08,,0.0008062167,
7.48,114.279373,1.847047,89.791208,-17.783865,72.007343,1.1251147344,-0.2778728906,1.402987625,,,3.0188845,,0.2854837974,,1.16734032944355E-08,,0.0008882673,
7.49,114.48309,1.869632,89.951272,-17.943532,72.00774,1.1251209375,-0.2803676875,1.405488625,,,3.768299141,,0.2881559954,,1.03714670721481E-08,,0.0008937855,
7.5,114.663289,1.888369,90.092857,-18.084771,72.008086,1.1251263438,-0.2825745469,1.4077008906,,,4.5003792892,,0.2905301571,,9.29954528623147E-09,,0.0008985948,
7.51,114.825087,1.903881,90.219985,-18.217064,72.002921,1.1250456406,-0.284641625,1.4096872656,,,5.2130375886,,0.2927627753,,3.13776141944708E-08,,0.0008268023,
7.52,114.972646,1.916025,90.335924,-18.332794,72.00313,1.1250489063,-0.2864499063,1.4114988125,,,5.9086269492,,0.2947228788,,3.02313506736998E-08,,0.0008297074,
7.53,115.109013,1.92528,90.44307,-18.439803,72.003267,1.1250510469,-0.2881219219,1.4131729688,,,6.5901756442,,0.296541095,,2.94915449474779E-08,,0.0008316116,
7.54,115.236277,1.931811,90.543064,-18.539734,72.00333,1.1250520313,-0.2896833438,1.414735375,,,7.2597791867,,0.2982440959,,2.91544184861648E-08,,0.0008324873,
7.55,115.355434,1.935691,90.636687,-18.633366,72.003321,1.1250518906,-0.2911463438,1.4161982344,,,7.9160902806,,0.2998441755,,2.92024607568983E-08,,0.0008323622,
7.56,115.46642,1.936674,90.723891,-18.715182,72.008709,1.1251360781,-0.2924247188,1.4175607969,,,8.5529385458,,0.3012458356,,7.51685098504655E-09,,0.0009072544,
7.57,115.568193,1.934903,90.803856,-18.789866,72.01399,1.1252185938,-0.2935916563,1.41881025,,,9.158574859,,0.3025281649,,1.75071112227559E-11,,0.0009806593,
7.58,115.658903,1.930679,90.875128,-18.866799,72.008329,1.1251301406,-0.2947937344,1.419923875,,,9.715837002,,0.3038519574,,8.58166471940019E-09,,0.0009019725,
7.59,115.735728,1.923301,90.93549,-18.932768,72.002722,1.1250425313,-0.2958245,1.4208670313,,,10.2006697804,,0.3049893929,,3.248885483616E-08,,0.0008240362,
7.6,115.795043,1.912032,90.982095,-18.974175,72.00792,1.12512375,-0.2964714844,1.4215952344,,,10.5830743258,,0.3057044167,,9.80652497839757E-09,,0.0008962874,
7.61,115.8331,1.896826,91.011998,-18.993411,72.018587,1.1252904219,-0.2967720469,1.4220624688,,,10.832133966,,0.3060368723,,4.5757073538349E-09,,0.0010445567,
7.62,115.846574,1.878165,91.022584,-19.004295,72.018289,1.1252857656,-0.2969421094,1.422227875,,,10.9210073312,,0.3062250604,,0.000000004,,0.0010404146,
7.63,115.832981,1.855457,91.011904,-18.993781,72.018123,1.1252831719,-0.2967778281,1.422061,,,10.8313506696,,0.3060432688,,3.6474322163161E-09,,0.0010381072,
7.64,115.791608,1.828768,90.979397,-18.96131,72.018087,1.1252826094,-0.2962704688,1.4215530781,,,10.5607368901,,0.3054821719,,3.57980540070147E-09,,0.0010376068,
7.65,115.724626,1.798432,90.926768,-18.908544,72.018224,1.12528475,-0.295446,1.42073075,,,10.1298768173,,0.3045714766,,3.84054117842742E-09,,0.0010395111,
7.66,115.637801,1.765813,90.858547,-18.85635,72.002197,1.1250343281,-0.2946304688,1.4196647969,,,9.5847314264,,0.303671991,,3.55133176975461E-08,,0.0008167388,
7.67,115.5404,1.730736,90.782018,-18.784788,71.99723,1.1249567188,-0.2935123125,1.4184690313,,,8.9911266342,,0.302440889,,7.07874712986621E-08,,0.0007476985,
7.68,115.444697,1.694464,90.706823,-18.70349,72.003333,1.1250520781,-0.2922420313,1.4172941094,,,8.4263508375,,0.3010453298,,2.91384131850334E-08,,0.000832529,
7.69,115.364572,1.65934,90.643868,-18.645453,71.998415,1.1249752344,-0.2913352031,1.4163104375,,,7.9675943101,,0.3000510425,,6.12777967694279E-08,,0.0007641698,
7.7,115.312817,1.626193,90.603203,-18.60996,71.993243,1.1248944219,-0.290780625,1.4156750469,,,7.6780959645,,0.2994437885,,1.07817679153821E-07,,0.00069228,
7.71,115.298619,1.595735,90.592047,-18.598739,71.993308,1.1248954375,-0.2906052969,1.4155007344,,,7.5996139996,,0.299251935,,1.07151737472115E-07,,0.0006931834,
7.72,115.325331,1.568617,90.613035,-18.620098,71.992937,1.1248896406,-0.2909390313,1.4158286719,,,7.7476035945,,0.299617178,,0.000000111,,0.0006880266,
7.73,115.38962,1.544628,90.663547,-18.671235,71.992312,1.124879875,-0.2917380469,1.4166179219,,,8.109627328,,0.3004925355,,1.1758239882837E-07,,0.0006793392,
7.74,115.483039,1.522602,90.736949,-18.734409,72.00254,1.1250396875,-0.2927251406,1.4177648281,,,8.6504206221,,0.3015757042,,3.35220945721506E-08,,0.0008215065,
7.75,115.594491,1.503226,90.824519,-18.839111,71.985408,1.124772,-0.2943611094,1.4191331094,,,9.3184384413,,0.3033751948,,2.03200715128439E-07,,0.000583375,
7.76,115.713013,1.48366,90.917643,-18.932781,71.984862,1.1247634688,-0.2958247031,1.4205881719,,,10.0560892033,,0.3049896173,,0.000000211,,0.0005757857,
7.77,115.830009,1.463613,91.009569,-19.019641,71.989928,1.124842625,-0.2971818906,1.4220245156,,,10.8117971936,,0.3064904963,,1.44516227378442E-07,,0.0006462021,
7.78,115.939607,1.443027,91.095681,-19.106073,71.989608,1.124837625,-0.2985323906,1.4233700156,,,11.544553802,,0.3079876366,,1.48342756378296E-07,,0.0006417542,
7.79,116.037573,1.421521,91.172656,-19.188883,71.983773,1.1247464531,-0.2998262969,1.42457275,,,12.2198747309,,0.3094254596,,2.2688529127873E-07,,0.0005606488,
7.8,116.119265,1.397977,91.236842,-19.248089,71.988753,1.1248242656,-0.3007513906,1.4255756563,,,12.7976887399,,0.3104555011,,1.58812033325575E-07,,0.0006298698,
7.81,116.177957,1.372285,91.282958,-19.289325,71.993633,1.1249005156,-0.3013957031,1.4262962188,,,13.2210613386,,0.3111739192,,1.03852973888237E-07,,0.0006977009,
7.82,116.204835,1.344177,91.304076,-19.316538,71.987538,1.1248052813,-0.3018209063,1.4266261875,,,13.4172447605,,0.3116484818,,1.74303452761143E-07,,0.0006129815,
7.83,116.190828,1.311982,91.29307,-19.300586,71.992484,1.1248825625,-0.3015716563,1.4264542188,,,13.3148269144,,0.3113702539,,1.15746518397054E-07,,0.00068173,
7.84,116.12926,1.275911,91.244695,-19.252467,71.992228,1.1248785625,-0.3008197969,1.4256983594,,,12.8693005809,,0.3105317357,,1.18484241597132E-07,,0.0006781716,
7.85,116.018257,1.23593,91.157478,-19.170649,71.986829,1.1247942031,-0.2995413906,1.4243355938,,,12.0852021981,,0.3091085767,,1.83676337766226E-07,,0.0006031266,
7.86,115.86155,1.191836,91.034351,-19.041792,71.992559,1.1248837344,-0.297528,1.4224117344,,,11.0202138287,,0.3068738394,,0.000000115,,0.0006827725,
7.87,115.667177,1.14524,90.881629,-18.888729,71.9929,1.1248890625,-0.2951363906,1.4200254531,,,9.7674859699,,0.304229838,,1.11365968197042E-07,,0.0006875123,
7.88,115.444912,1.097002,90.706991,-18.713841,71.99315,1.1248929688,-0.2924037656,1.4172967344,,,8.4275990953,,0.3012228355,,1.08774075423667E-07,,0.0006909873,
7.89,115.203611,1.048152,90.517398,-18.524169,71.993229,1.1248942031,-0.2894401406,1.4143343438,,,7.084815861,,0.2979785202,,0.000000108,,0.0006920854,
7.9,114.949746,0.999526,90.317931,-18.324765,71.993166,1.1248932188,-0.2863244531,1.4112176719,,,5.7978222424,,0.2945866816,,1.08609233348644E-07,,0.0006912097,
7.91,114.687884,0.951568,90.112182,-18.113619,71.998563,1.1249775469,-0.2830252969,1.4080028438,,,4.6053363484,,0.2910162764,,6.01382556224761E-08,,0.0007662269,
7.92,114.422571,0.905433,89.903722,-17.905122,71.9986,1.124978125,-0.2797675313,1.4047456563,,,3.5370014247,,0.2875120259,,5.98550414782893E-08,,0.0007667412,
7.93,114.160713,0.861786,89.697975,-17.699098,71.998877,1.1249824531,-0.2765484063,1.4015308594,,,2.620622681,,0.2840701895,,5.77559974788115E-08,,0.0007705915,
7.94,113.913638,0.822143,89.503844,-17.509851,71.993993,1.1249061406,-0.2735914219,1.3984975625,,,1.8817220435,,0.2809268923,,1.0025916391934E-07,,0.0007027048,
7.95,113.698312,0.7878,89.334659,-17.339702,71.994957,1.1249212031,-0.2709328438,1.3958540469,,,1.3373366845,,0.2781157326,,9.09473449162549E-08,,0.0007161042,
7.96,113.537923,0.761738,89.208638,-17.223237,71.985401,1.1247718906,-0.2691130781,1.3938849688,,,0.992103134,,0.2761996762,,2.03299334756906E-07,,0.0005832777,
7.97,113.461023,0.745732,89.148217,-17.161243,71.986974,1.1247964688,-0.2681444219,1.3929408906,,,0.8448252166,,0.2751824657,,1.81739491373603E-07,,0.0006051421,
7.98,113.499035,0.742916,89.178084,-17.184061,71.994023,1.1249066094,-0.2685009531,1.3934075625,,,0.9161471125,,0.27555665,,0.0000001,,0.0007031218,
7.99,113.681915,0.756192,89.321776,-17.321058,72.000718,1.1250112188,-0.2706415313,1.39565275,,,1.2996814908,,0.2778085604,,4.47572739486456E-08,,0.000796181,
8,114.030936,0.787838,89.596007,-17.60022,71.995787,1.1249341719,-0.2750034375,1.3999376094,,,2.2172899779,,0.2824256943,,8.32934376661878E-08,,0.0007276411,
8.01,114.551789,0.837714,90.00525,-18.015424,71.989826,1.1248410313,-0.281491,1.4063320313,,,4.039737167,,0.2893632493,,1.45730504786064E-07,,0.0006447843,
8.02,115.230185,0.903793,90.538277,-18.544524,71.993753,1.1249023906,-0.2897581875,1.4146605781,,,7.2269877571,,0.2983258484,,1.0264800598189E-07,,0.0006993689,
8.03,116.031225,0.983059,91.167667,-19.170784,71.996883,1.1249512969,-0.2995435,1.4244947969,,,12.1755337002,,0.3091109222,,7.37019469350313E-08,,0.0007428753,
8.04,116.904219,1.071021,91.853593,-19.864882,71.988711,1.1248236094,-0.3103887813,1.4352123906,,,19.0300080159,,0.3212880059,,1.5933551135067E-07,,0.000629286,
8.05,117.791235,1.161321,92.550537,-20.564321,71.986216,1.124784625,-0.3213175156,1.4461021406,,,27.5557356956,,0.3337967533,,0.000000192,,0.000594606,
8.06,118.636958,1.248753,93.215036,-21.230693,71.984343,1.1247553594,-0.3317295781,1.4564849375,,,37.149984859,,0.345936333,,2.18480077513162E-07,,0.0005685717,
8.07,119.396519,1.329291,93.811835,-21.839553,71.972282,1.1245669063,-0.3412430156,1.4658099219,,,46.9860859789,,0.3572177524,,4.30167621273468E-07,,0.0004009261,
8.08,120.039557,1.398596,94.317081,-22.339608,71.977473,1.1246480156,-0.349056375,1.4737043906,,,56.2151715079,,0.3666185308,,3.30351672763018E-07,,0.00047308,
8.09,120.550654,1.455607,94.718658,-22.735402,71.983256,1.124738375,-0.3552406563,1.4799790313,,,64.1404728521,,0.374145821,,2.34646169528155E-07,,0.0005534626,
8.1,120.927276,1.50002,95.014577,-23.030565,71.984012,1.1247501875,-0.3598525781,1.4846027656,,,70.314878504,,0.3798090818,,2.23341686171977E-07,,0.0005639708,
8.11,121.176826,1.531796,95.210652,-23.220167,71.990485,1.1248513281,-0.3628151094,1.4876664375,,,74.5623052199,,0.3834693946,,0.000000138,,0.0006539443,
8.12,121.313343,1.55251,95.317916,-23.326231,71.991685,1.1248700781,-0.3644723594,1.4893424375,,,76.9385761597,,0.385524642,,1.24397131285104E-07,,0.0006706241,
8.13,121.354912,1.563252,95.350577,-23.352173,71.998404,1.1249750625,-0.3648777031,1.4898527656,,,77.6695460939,,0.3860281673,,6.13629193971673E-08,,0.0007640169,
8.14,121.321874,1.566775,95.324619,-23.335894,71.988725,1.1248238281,-0.3646233438,1.4894471719,,,77.088307652,,0.3857121591,,1.59160922972454E-07,,0.0006294806,
8.15,121.234941,1.563824,95.256314,-23.266418,71.989896,1.124842125,-0.3635377813,1.4883799063,,,75.5693224328,,0.3843649446,,1.44896630278326E-07,,0.0006457573,
8.16,121.113978,1.55675,95.161271,-23.17033,71.990941,1.1248584531,-0.3620364063,1.4868948594,,,73.4808768255,,0.3825055786,,1.32732541678827E-07,,0.0006602826,
8.17,120.977129,1.547301,95.053747,-23.06193,71.991817,1.1248721406,-0.3603426563,1.4852147969,,,71.153438193,,0.3804133791,,1.22946498619394E-07,,0.0006724588,
8.18,120.839728,1.537222,94.945788,-22.958765,71.987023,1.1247972344,-0.3587307031,1.4835279375,,,68.8542937285,,0.3784275475,,1.81087291669439E-07,,0.0006058231,
8.19,120.713492,1.527231,94.846603,-22.859126,71.987477,1.1248043281,-0.3571738438,1.4819781719,,,66.7752547889,,0.3765145216,,1.75100214197501E-07,,0.0006121337,
8.2,120.60618,1.518393,94.762286,-22.774564,71.987722,1.1248081563,-0.3558525625,1.4806607188,,,65.0329464413,,0.3748947705,,1.71911112648586E-07,,0.0006155391,
8.21,120.521839,1.510957,94.696018,-22.702743,71.993275,1.1248949219,-0.3547303594,1.4796252813,,,63.679757468,,0.3735218101,,1.07489573128776E-07,,0.0006927247,
8.22,120.461249,1.505572,94.648412,-22.65519,71.993222,1.1248940938,-0.3539873438,1.4788814375,,,62.7164170947,,0.3726141529,,0.000000108,,0.0006919881,
8.23,120.422838,1.50172,94.618231,-22.61966,71.998571,1.1249776719,-0.3534321875,1.4784098594,,,62.1095106773,,0.3719367027,,6.0076963491272E-08,,0.0007663381,
8.24,120.40373,1.499685,94.603218,-22.604762,71.998456,1.124975875,-0.3531994063,1.4781752813,,,61.8086970738,,0.3716528261,,0.000000061,,0.0007647397,
8.25,120.400519,1.49876,94.600695,-22.596938,72.003757,1.1250587031,-0.3530771563,1.4781358594,,,61.7582185788,,0.3715037857,,2.69205317912352E-08,,0.0008384225,
8.26,120.409996,1.498934,94.608141,-22.598968,72.009173,1.1251433281,-0.353108875,1.4782522031,,,61.90726105,,0.3715424526,,6.31226674752699E-09,,0.0009137039,
8.27,120.429514,1.500251,94.623476,-22.614356,72.00912,1.1251425,-0.3533493125,1.4784918125,,,62.2147818074,,0.3718356243,,6.44454122840694E-09,,0.0009129672,
8.28,120.457197,1.50234,94.645227,-22.636124,72.009103,1.1251422344,-0.3536894375,1.4788316719,,,62.652254941,,0.372250545,,6.48725941938606E-09,,0.0009127309,
8.29,120.492037,1.504897,94.672602,-22.658066,72.014536,1.125227125,-0.3540322813,1.4792594063,,,63.2050081068,,0.3726690166,,1.88972784097253E-11,,0.0009882486,
8.3,120.533541,1.508117,94.705212,-22.685169,72.020043,1.1253131719,-0.3544557656,1.4797689375,,,63.8666573826,,0.3731862417,,8.17107071631917E-09,,0.0010647948,
8.31,120.581571,1.51246,94.74295,-22.728374,72.014576,1.12522775,-0.3551308438,1.4803585938,,,64.6366432903,,0.374011494,,2.47217784094505E-11,,0.0009888046,
8.32,120.635598,1.517175,94.7854,-22.77086,72.01454,1.1252271875,-0.3557946875,1.481021875,,,65.5082830584,,0.3748239016,,1.9444572160288E-11,,0.0009883042,
8.33,120.694483,1.522164,94.831667,-22.811727,72.01994,1.1253115625,-0.3564332344,1.4817447969,,,66.4649477578,,0.3756061827,,7.88270519715059E-09,,0.0010633631,
8.34,120.756551,1.527499,94.880435,-22.855184,72.025251,1.1253945469,-0.35711225,1.4825067969,,,67.4808318124,,0.3764389366,,2.9504580772565E-08,,0.001137185,
8.35,120.81909,1.533158,94.929573,-22.904537,72.025036,1.1253911875,-0.3578833906,1.4832745781,,,68.5122176509,,0.377385792,,2.83617933721888E-08,,0.0011341966,
8.36,120.878567,1.538572,94.976305,-22.951625,72.02468,1.125385625,-0.3586191406,1.4840047656,,,69.5003624909,,0.3782903013,,2.65191779783835E-08,,0.0011292482,
8.37,120.930538,1.543318,95.01714,-22.99277,72.02437,1.1253807813,-0.3592620313,1.4846428125,,,70.369595473,,0.3790815384,,0.000000025,,0.0011249393,
8.38,120.970001,1.546939,95.048146,-23.024092,72.024054,1.1253758438,-0.3597514375,1.4851272813,,,71.0332360811,,0.3796844288,,2.34291544362804E-08,,0.0011205469,
8.39,120.992328,1.548775,95.065689,-23.036448,72.029241,1.1254568906,-0.3599445,1.4854013906,,,71.4100839243,,0.3799223907,,5.48087680070617E-08,,0.0011926453,
8.4,120.993941,1.549195,95.066956,-23.043358,72.023598,1.1253687188,-0.3600524688,1.4854211875,,,71.4373476737,,0.3800555015,,2.12987316987787E-08,,0.0011142086,
8.41,120.972912,1.54733,95.050433,-23.026899,72.023534,1.1253677188,-0.3597952969,1.4851630156,,,71.0823130798,,0.3797384817,,0.000000021,,0.001113319,
8.42,120.929787,1.54324,95.016549,-22.987452,72.029097,1.1254546406,-0.3591789375,1.4846335781,,,70.3569962715,,0.3789792243,,5.37603232444145E-08,,0.0011906437,
8.43,120.868277,1.538197,94.96822,-22.949749,72.018471,1.1252886094,-0.3585898281,1.4838784375,,,69.3288993413,,0.3782542447,,4.33378310069755E-09,,0.0010429443,
8.44,120.794633,1.531614,94.910356,-22.891545,72.018811,1.1252939219,-0.3576803906,1.4829743125,,,68.1079443096,,0.3771364204,,5.0614651788115E-09,,0.0010476703,
8.45,120.716912,1.524697,94.84929,-22.830144,72.019146,1.1252991563,-0.356721,1.4820201563,,,66.8311603164,,0.3759589898,,5.83365234871662E-09,,0.0010523267,
8.46,120.643612,1.51845,94.791697,-22.777731,72.013966,1.1252182188,-0.3559020469,1.4811202656,,,65.6380734066,,0.3749553701,,2.07858487222445E-11,,0.0009803257,
8.47,120.581715,1.512799,94.743064,-22.723432,72.019632,1.12530675,-0.355053625,1.480360375,,,64.6389587423,,0.3739170514,,7.05131357842797E-09,,0.001059082,
8.48,120.535177,1.508807,94.706498,-22.686932,72.019566,1.1253057188,-0.3544833125,1.4797890313,,,63.8928087763,,0.3732198987,,6.87918459873015E-09,,0.0010581646,
8.49,120.503939,1.506919,94.681953,-22.679068,72.002885,1.1250450781,-0.3543604375,1.4794055156,,,63.3943953193,,0.3730697809,,3.15772100350648E-08,,0.0008263019,
8.5,120.483879,1.505575,94.666192,-22.669236,71.996956,1.1249524375,-0.3542068125,1.47915925,,,63.075359886,,0.3728821379,,7.30839318721371E-08,,0.0007438899,
8.51,120.467606,1.504553,94.653406,-22.662491,71.990915,1.1248580469,-0.3541014219,1.4789594688,,,62.817144373,,0.3727534374,,0.000000133,,0.0006599212,
8.52,120.445816,1.50275,94.636286,-22.645989,71.990297,1.1248483906,-0.3538435781,1.4786919688,,,62.4722160057,,0.3724386584,,1.40165831681883E-07,,0.0006513311,
8.53,120.4085,1.499701,94.606966,-22.622861,71.984105,1.1247516406,-0.3534822031,1.4782338438,,,61.8837218827,,0.3719977109,,0.000000222,,0.0005652635,
8.54,120.345276,1.493959,94.557289,-22.573836,71.983453,1.1247414531,-0.3527161875,1.4774576406,,,60.8930006974,,0.3710638871,,2.3167353902876E-07,,0.0005562008,
8.55,120.244453,1.484724,94.478071,-22.495497,71.982574,1.1247277188,-0.3514921406,1.4762198594,,,59.3296422355,,0.3695741287,,2.45083561998645E-07,,0.0005439829,
8.56,120.092516,1.470821,94.358691,-22.377193,71.981498,1.1247109063,-0.3496436406,1.4743545469,,,57.0121151945,,0.3673300429,,0.000000262,,0.0005290267,
8.57,119.874003,1.451414,94.187002,-22.217721,71.969281,1.1245200156,-0.3471518906,1.4716719063,,,53.7600385533,,0.3643158641,,4.9387481516285E-07,,0.0003592127,
