Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
1.979,116.61399,1.445941,91.625556,-19.523627,72.101929,1.1265926406,-0.3050566719,1.4316493125,,,,,0.0003396566,,3.54054472240407E-06,,0.0022029945,
1.98,116.651111,1.448453,91.654722,-19.552794,72.101928,1.126592625,-0.3055124063,1.4321050313,,,,,0.0003566624,,3.54048592160153E-06,,0.0022029806,
1.981,116.687843,1.45092,91.683583,-19.581656,72.101927,1.1265926094,-0.305963375,1.4325559844,,,,,0.0003738994,,3.54042712128561E-06,,0.0022029667,
1.982,116.724171,1.453342,91.712127,-19.610201,72.101926,1.1265925938,-0.3064093906,1.4330019844,,,,,0.000391347,,3.54036832145797E-06,,0.0022029528,
1.983,116.760078,1.455716,91.740339,-19.638413,72.101926,1.1265925938,-0.3068502031,1.4334427969,,,,,0.0004089821,,3.54036832145881E-06,,0.0022029528,
1.984,116.795547,1.457807,91.768208,-19.660815,72.107393,1.1266780156,-0.3072002344,1.43387825,,,,,0.0004232622,,3.86912253742303E-06,,0.0022789431,
1.985,116.830562,1.460081,91.79572,-19.688327,72.107393,1.1266780156,-0.3076301094,1.434308125,,,,,0.0004411349,,3.86912253742303E-06,,0.0022789431,
1.986,116.865101,1.462303,91.822858,-19.715466,72.107392,1.126678,-0.3080541563,1.4347321563,,,,,0.0004591274,,3.86906106865092E-06,,0.0022789292,
1.987,116.899145,1.464469,91.849607,-19.742217,72.10739,1.1266779688,-0.3084721406,1.4351501094,,,,,0.0004772147,,3.86893813257155E-06,,0.0022789014,
1.988,116.932677,1.46658,91.875953,-19.768564,72.107389,1.1266779531,-0.3088838125,1.4355617656,,,,,0.0004953703,,3.86887666526341E-06,,0.0022788875,
1.989,116.965676,1.468632,91.901881,-19.794493,72.107388,1.1266779375,-0.3092889531,1.4359668906,,,,,0.0005135688,,3.86881519844442E-06,,0.0022788736,
1.99,116.998124,1.470624,91.927376,-19.819989,72.107387,1.1266779219,-0.3096873281,1.43636525,,,,,0.0005317835,,3.86875373211284E-06,,0.0022788597,
1.991,117.030009,1.472085,91.952428,-19.834104,72.118324,1.1268488125,-0.309907875,1.4367566875,,,,,0.0005420039,,4.57021192826951E-06,,0.0024308819,
1.992,117.061311,1.473951,91.977023,-19.8587,72.118323,1.1268487969,-0.3102921875,1.4371409844,,,,,0.000560046,,4.57014512209507E-06,,0.002430868,
1.993,117.092002,1.475752,92.001138,-19.882816,72.118322,1.1268487813,-0.310669,1.4375177813,,,,,0.0005780227,,4.57007831640891E-06,,0.0024308541,
1.994,117.122062,1.477484,92.024757,-19.906436,72.118321,1.1268487656,-0.3110380625,1.4378868281,,,,,0.000595905,,0.00000457,,0.0024308402,
1.995,117.151471,1.479147,92.047864,-19.929543,72.118321,1.1268487656,-0.3113991094,1.438247875,,,,,0.0006136625,,0.00000457,,0.0024308402,
1.996,117.180208,1.480738,92.070442,-19.952123,72.118319,1.1268487344,-0.3117519219,1.4386006563,,,,,0.0006312669,,4.56987790227917E-06,,0.0024308124,
1.997,117.208252,1.482255,92.092477,-19.974159,72.118318,1.1268487188,-0.3120962344,1.4389449531,,,,,0.0006486871,,4.56981109854613E-06,,0.0024307985,
1.998,117.235582,1.483697,92.113951,-19.995634,72.118317,1.1268487031,-0.3124317813,1.4392804844,,,,,0.000665892,,4.56974429530138E-06,,0.0024307846,
1.999,117.262177,1.485061,92.134847,-20.016531,72.118316,1.1268486875,-0.3127582969,1.4396069844,,,,,0.00068285,,4.56967749254396E-06,,0.0024307707,
2,117.288017,1.486345,92.15515,-20.036835,72.118315,1.1268486719,-0.3130755469,1.4399242188,,,,,0.0006995311,,4.56961069027672E-06,,0.0024307568,
2.001,117.31308,1.487547,92.174842,-20.056529,72.118313,1.1268486406,-0.3133832656,1.4402319063,,,,,0.0007159032,,4.56947708720423E-06,,0.002430729,
2.002,117.337344,1.488666,92.193907,-20.075595,72.118312,1.126848625,-0.3136811719,1.4405297969,,,,,0.0007319338,,4.56941028640088E-06,,0.0024307151,
2.003,117.360789,1.489699,92.212328,-20.094017,72.118311,1.1268486094,-0.3139690156,1.440817625,,,,,0.0007475914,,4.56934348608582E-06,,0.0024307012,
2.004,117.383393,1.490645,92.230089,-20.111779,72.11831,1.1268485938,-0.3142465469,1.4410951406,,,,,0.000762845,,4.56927668625903E-06,,0.0024306873,
2.005,117.405135,1.4915,92.247172,-20.128863,72.118309,1.1268485781,-0.3145134844,1.4413620625,,,,,0.0007776617,,4.56920988692053E-06,,0.0024306734,
2.006,117.425994,1.492265,92.263561,-20.145253,72.118308,1.1268485625,-0.3147695781,1.4416181406,,,,,0.0007920105,,4.56914308806936E-06,,0.0024306595,
2.007,117.445947,1.492935,92.279238,-20.160932,72.118306,1.1268485313,-0.3150145625,1.4418630938,,,,,0.0008058595,,0.000004569,,0.0024306317,
2.008,117.464978,1.493276,92.294191,-20.170418,72.123773,1.1269339531,-0.3151627813,1.4420967344,,,,,0.0008142967,,4.94148903006357E-06,,0.0025066219,
2.009,117.483065,1.493754,92.308402,-20.18463,72.123772,1.1269339375,-0.3153848438,1.4423187813,,,,,0.0008270195,,4.94141956324461E-06,,0.002506608,
2.01,117.500183,1.494133,92.321852,-20.198081,72.123771,1.1269339219,-0.3155950156,1.4425289375,,,,,0.0008391519,,4.94135009691392E-06,,0.0025065941,
2.011,117.516319,1.494645,92.334531,-20.216222,72.118309,1.1268485781,-0.3158784688,1.4427270469,,,,,0.0008556544,,4.56920988691958E-06,,0.0024306734,
2.012,117.531463,1.495055,92.346429,-20.233589,72.11284,1.126763125,-0.3161498281,1.4429129531,,,,,0.0008716034,,4.21118787550103E-06,,0.0023546553,
2.013,117.545583,1.495126,92.357524,-20.244685,72.112839,1.1267631094,-0.3163232031,1.4430863125,,,,,0.0008818706,,4.21112374706004E-06,,0.0023546414,
2.014,117.558651,1.495089,92.367792,-20.254954,72.112838,1.1267630938,-0.3164836563,1.44324675,,,,,0.000891426,,4.21105961910825E-06,,0.0023546275,
2.015,117.570647,1.495179,92.377217,-20.269847,72.10737,1.1266776563,-0.3167163594,1.4433940156,,,,,0.0009053757,,3.86770887919616E-06,,0.0022786234,
2.016,117.581551,1.494924,92.385784,-20.278416,72.107368,1.126677625,-0.31685025,1.443527875,,,,,0.000913451,,3.86758596460115E-06,,0.0022785956,
2.017,117.591341,1.494556,92.393477,-20.286109,72.107368,1.126677625,-0.3169704531,1.4436480781,,,,,0.0009207314,,3.86758596460115E-06,,0.0022785956,
2.018,117.599997,1.494074,92.400278,-20.292912,72.107366,1.1266775938,-0.31707675,1.4437543438,,,,,0.0009271935,,3.8674630519584E-06,,0.0022785678,
2.019,117.607501,1.493477,92.406174,-20.298808,72.107366,1.1266775938,-0.317168875,1.4438464688,,,,,0.0009328124,,3.86746305195753E-06,,0.0022785678,
2.02,117.613832,1.492527,92.411148,-20.298317,72.112831,1.1267629844,-0.3171612031,1.4439241875,,,,,0.0009323438,,4.21061073711668E-06,,0.0023545302,
2.021,117.618982,1.491928,92.415194,-20.307835,72.107359,1.1266774844,-0.3173099219,1.4439874063,,,,,0.000941448,,0.000003867,,0.0022784705,
2.022,117.622931,1.490974,92.418297,-20.310939,72.107358,1.1266774688,-0.3173584219,1.4440358906,,,,,0.0009444266,,0.000003867,,0.0022784566,
2.023,117.625651,1.489898,92.420435,-20.313077,72.107358,1.1266774688,-0.3173918281,1.4440692969,,,,,0.000946481,,0.000003867,,0.0022784566,
2.024,117.627124,1.488698,92.421592,-20.314236,72.107356,1.1266774375,-0.3174099375,1.444087375,,,,,0.0009475956,,3.86684851804502E-06,,0.0022784288,
2.025,117.627333,1.487372,92.421756,-20.314401,72.107355,1.1266774219,-0.3174125156,1.4440899375,,,,,0.0009477543,,3.86678706733844E-06,,0.0022784149,
2.026,117.62626,1.48592,92.420913,-20.313559,72.107354,1.1266774063,-0.3173993594,1.4440767656,,,,,0.0009469444,,3.86672561712102E-06,,0.002278401,
2.027,117.623889,1.48434,92.41905,-20.311697,72.107353,1.1266773906,-0.3173702656,1.4440476563,,,,,0.0009451547,,3.86666416739188E-06,,0.0022783871,
2.028,117.620203,1.48263,92.416154,-20.308802,72.107352,1.126677375,-0.3173250313,1.4440024063,,,,,0.0009423754,,3.86660271815102E-06,,0.0022783732,
2.029,117.615186,1.48079,92.412212,-20.304861,72.107351,1.1266773594,-0.3172634531,1.4439408125,,,,,0.0009385985,,3.86654126939756E-06,,0.0022783593,
2.03,117.608824,1.478818,92.407214,-20.299864,72.10735,1.1266773438,-0.317185375,1.4438627188,,,,,0.0009338206,,3.86647982113327E-06,,0.0022783454,
2.031,117.601102,1.476712,92.401146,-20.293797,72.107349,1.1266773281,-0.3170905781,1.4437679063,,,,,0.0009280358,,3.86641837335725E-06,,0.0022783315,
2.032,117.592006,1.474473,92.393999,-20.286651,72.107348,1.1266773125,-0.3169789219,1.4436562344,,,,,0.0009212454,,3.86635692606951E-06,,0.0022783176,
2.033,117.581523,1.472098,92.385762,-20.278415,72.107347,1.1266772969,-0.3168502344,1.4435275313,,,,,0.0009134501,,3.86629547927006E-06,,0.0022783037,
2.034,117.569639,1.469588,92.376425,-20.269079,72.107346,1.1266772813,-0.3167043594,1.4433816406,,,,,0.0009046537,,3.86623403295801E-06,,0.0022782898,
2.035,117.556343,1.46694,92.365978,-20.258633,72.107345,1.1266772656,-0.3165411406,1.4432184063,,,,,0.0008948619,,3.86617258713512E-06,,0.0022782759,
2.036,117.541624,1.464155,92.354413,-20.247069,72.107344,1.12667725,-0.3163604531,1.4430377031,,,,,0.0008840843,,3.86611114180051E-06,,0.002278262,
2.037,117.52547,1.461231,92.341721,-20.234378,72.107343,1.1266772344,-0.3161621563,1.4428393906,,,,,0.0008723315,,0.000003866,,0.0022782481,
2.038,117.507873,1.458168,92.327895,-20.220552,72.107343,1.1266772344,-0.315946125,1.4426233594,,,,,0.0008596171,,0.000003866,,0.0022782481,
2.039,117.488824,1.454965,92.312927,-20.205585,72.107342,1.1266772188,-0.3157122656,1.4423894844,,,,,0.0008459586,,0.000003866,,0.0022782342,
2.04,117.468314,1.451622,92.296812,-20.189471,72.107341,1.1266772031,-0.3154604844,1.4421376875,,,,,0.0008313757,,3.86592680872637E-06,,0.0022782203,
2.041,117.446336,1.448138,92.279544,-20.172203,72.107341,1.1266772031,-0.3151906719,1.441867875,,,,,0.0008158892,,3.86592680872637E-06,,0.0022782203,
2.042,117.422885,1.444514,92.261118,-20.153778,72.10734,1.1266771875,-0.3149027813,1.4415799688,,,,,0.0007995256,,3.86586536534401E-06,,0.0022782064,
2.043,117.397954,1.440749,92.241529,-20.13419,72.107339,1.1266771719,-0.3145967188,1.4412738906,,,,,0.0007823109,,3.86580392245081E-06,,0.0022781925,
2.044,117.37154,1.436843,92.220776,-20.113437,72.107339,1.1266771719,-0.3142724531,1.440949625,,,,,0.0007642768,,3.86580392245081E-06,,0.0022781925,
2.045,117.34364,1.432795,92.198854,-20.091516,72.107338,1.1266771563,-0.3139299375,1.4406070938,,,,,0.000745456,,3.86574248004588E-06,,0.0022781786,
2.046,117.314252,1.428607,92.175763,-20.068425,72.107338,1.1266771563,-0.3135691406,1.4402462969,,,,,0.0007258845,,3.86574248004588E-06,,0.0022781786,
2.047,117.283375,1.424513,92.151503,-20.049632,72.101871,1.1265917344,-0.3132755,1.4398672344,,,,,0.000710148,,3.53713508292932E-06,,0.0022021883,
2.048,117.251011,1.420044,92.126074,-20.024204,72.10187,1.1265917188,-0.3128781875,1.4394699063,,,,,0.0006891302,,3.53707631044626E-06,,0.0022021744,
2.049,117.217159,1.415435,92.099476,-19.997606,72.10187,1.1265917188,-0.3124625938,1.4390543125,,,,,0.0006674832,,3.53707631044543E-06,,0.0022021744,
2.05,117.181822,1.410687,92.071711,-19.969841,72.10187,1.1265917188,-0.3120287656,1.4386204844,,,,,0.0006452549,,3.53707631044543E-06,,0.0022021744,
2.051,117.14501,1.406035,92.042787,-19.946384,72.096403,1.1265062969,-0.31166225,1.4381685469,,,,,0.0006267689,,3.2230653762203E-06,,0.0021261842,
2.052,117.106727,1.401011,92.012707,-19.916305,72.096402,1.1265062813,-0.3111922656,1.4376985469,,,,,0.0006034573,,0.000003223,,0.0021261703,
2.053,117.066975,1.39585,91.981474,-19.885071,72.096403,1.1265062969,-0.3107042344,1.4372105313,,,,,0.0005797182,,3.2230653762203E-06,,0.0021261842,
2.054,117.025762,1.390554,91.949092,-19.852689,72.096403,1.1265062969,-0.3101982656,1.4367045625,,,,,0.0005556094,,3.2230653762195E-06,,0.0021261842,
2.055,116.983096,1.385123,91.915569,-19.819166,72.096403,1.1265062969,-0.3096744688,1.4361807656,,,,,0.0005311905,,3.2230653762203E-06,,0.0021261842,
2.056,116.93899,1.379559,91.880913,-19.78451,72.096403,1.1265062969,-0.3091329688,1.4356392656,,,,,0.0005065232,,3.2230653762203E-06,,0.0021261842,
2.057,116.893454,1.373864,91.845136,-19.748732,72.096404,1.1265063125,-0.3085739375,1.43508025,,,,,0.0004816726,,3.22312147926897E-06,,0.0021261981,
2.058,116.846504,1.368039,91.808246,-19.711842,72.096404,1.1265063125,-0.3079975313,1.4345038438,,,,,0.000456704,,3.22312147926897E-06,,0.0021261981,
2.059,116.798154,1.362086,91.770256,-19.673852,72.096404,1.1265063125,-0.3074039375,1.43391025,,,,,0.0004316854,,3.22312147926977E-06,,0.0021261981,
2.06,116.748422,1.356007,91.731181,-19.634776,72.096405,1.1265063281,-0.306793375,1.4332997031,,,,,0.0004066868,,3.22317758280752E-06,,0.002126212,
2.061,116.697325,1.349804,91.691034,-19.594628,72.096406,1.1265063438,-0.3061660625,1.4326724063,,,,,0.000381779,,3.22323368683355E-06,,0.0021262259,
2.062,116.644885,1.343479,91.649831,-19.553425,72.096406,1.1265063438,-0.3055222656,1.4320286094,,,,,0.0003570349,,3.22323368683355E-06,,0.0021262259,
2.063,116.591124,1.337035,91.607589,-19.511183,72.096406,1.1265063438,-0.3048622344,1.4313685781,,,,,0.0003325275,,3.22323368683355E-06,,0.0021262259,
2.064,116.536065,1.330475,91.564329,-19.467921,72.096408,1.126506375,-0.3041862656,1.4306926406,,,,,0.0003083314,,3.22334589635045E-06,,0.0021262537,
2.065,116.479733,1.3238,91.520068,-19.42366,72.096408,1.126506375,-0.3034946875,1.4300010625,,,,,0.0002845223,,3.22334589635045E-06,,0.0021262537,
2.066,116.422156,1.317015,91.474829,-19.37842,72.096409,1.1265063906,-0.3027878125,1.4292942031,,,,,0.0002611752,,3.22340200184132E-06,,0.0021262676,
2.067,116.363364,1.310121,91.428634,-19.332224,72.09641,1.1265064063,-0.302066,1.4285724063,,,,,0.0002383659,,3.22345810782128E-06,,0.0021262815,
2.068,116.303386,1.303123,91.381509,-19.285097,72.096412,1.1265064375,-0.3013296406,1.4278360781,,,,,0.0002161707,,3.22357032124363E-06,,0.0021263093,
2.069,116.242255,1.296024,91.333477,-19.237064,72.096413,1.1265064531,-0.300579125,1.4270855781,,,,,0.0001946647,,3.22362642868843E-06,,0.0021263232,
2.07,116.180006,1.288827,91.284567,-19.188153,72.096414,1.1265064688,-0.2998148906,1.4263213594,,,,,0.0001739232,,3.22368253662071E-06,,0.0021263371,
2.071,116.116675,1.281537,91.234807,-19.138391,72.096416,1.1265065,-0.2990373594,1.4255438594,,,,,0.0001540196,,3.22379475395091E-06,,0.0021263649,
2.072,116.0523,1.274156,91.184227,-19.08781,72.096417,1.1265065156,-0.2982470313,1.4247535469,,,,,0.0001350275,,3.22385086334804E-06,,0.0021263788,
2.073,115.986922,1.266689,91.132858,-19.036439,72.096419,1.1265065469,-0.2974443594,1.4239509063,,,,,0.0001170175,,0.000003224,,0.0021264066,
2.074,115.920582,1.259141,91.080734,-18.984313,72.096421,1.1265065781,-0.2966298906,1.4231364688,,,,,0.0001000599,,3.22407530582014E-06,,0.0021264344,
2.075,115.853325,1.251515,91.027888,-18.931466,72.096422,1.1265065938,-0.2958041563,1.42231075,,,,,8.4222079999903E-05,,3.22413141765867E-06,,0.0021264483,
2.076,115.785195,1.243817,90.974357,-18.877933,72.096424,1.126506625,-0.2949677031,1.4214743281,,,,,0.000069569,,3.22424364280058E-06,,0.0021264761,
2.077,115.71624,1.236052,90.920178,-18.823752,72.096426,1.1265066563,-0.294121125,1.4206277813,,,,,5.61634473206011E-05,,3.2243558698956E-06,,0.0021265039,
2.078,115.646509,1.228223,90.86539,-18.768961,72.096429,1.1265067031,-0.2932650156,1.4197717188,,,,,4.4064613569077E-05,,3.22452421420106E-06,,0.0021265456,
2.079,115.576054,1.220336,90.810032,-18.713602,72.09643,1.1265067188,-0.2924000313,1.41890675,,,,,3.33290744500158E-05,,3.22458032994584E-06,,0.0021265595,
2.08,115.504928,1.212397,90.754147,-18.657714,72.096433,1.1265067656,-0.2915267813,1.4180335469,,,,,2.40088617434904E-05,,3.22474868011066E-06,,0.0021266012,
2.081,115.433185,1.204411,90.697778,-18.601342,72.096436,1.1265068125,-0.2906459688,1.4171527813,,,,,1.61529345163905E-05,,3.22491703466922E-06,,0.0021266429,
2.082,115.360882,1.196383,90.640968,-18.54453,72.096438,1.1265068438,-0.2897582813,1.416265125,,,,,9.80556481604084E-06,,0.000003225,,0.0021266707,
2.083,115.288083,1.188554,90.583769,-18.492791,72.090978,1.1264215313,-0.2889498594,1.4153713906,,,,,5.39615233729582E-06,,2.9258928677338E-06,,0.0020507777,
2.084,115.214849,1.180461,90.526228,-18.435247,72.090981,1.1264215781,-0.2880507344,1.4144723125,,,,,2.0273117313771E-06,,2.92605323156973E-06,,0.0020508194,
2.085,115.141235,1.172344,90.468387,-18.377404,72.090983,1.1264216094,-0.2871469375,1.4135685469,,,,,2.7044170560796E-07,,2.92616014323584E-06,,0.0020508472,
2.086,115.067302,1.164209,90.410298,-18.319312,72.090986,1.1264216563,-0.28623925,1.4126609063,,,,,1.50270506726779E-07,,2.92632051439598E-06,,0.0020508889,
2.087,114.993118,1.156063,90.352009,-18.26102,72.090989,1.1264217031,-0.2853284375,1.4117501406,,,,,0.000001686,,2.92648088995066E-06,,0.0020509306,
2.088,114.918746,1.147911,90.293574,-18.202582,72.090992,1.12642175,-0.2844153438,1.4108370938,,,,,0.000004891,,2.92664126990062E-06,,0.0020509723,
2.089,114.844255,1.139761,90.235046,-18.144051,72.090995,1.1264217969,-0.2835007969,1.4099225938,,,,,9.77250449240533E-06,,2.92680165424436E-06,,0.002051014,
2.09,114.769715,1.131619,90.176478,-18.08548,72.090998,1.1264218438,-0.282585625,1.4090074688,,,,,1.63318826110019E-05,,0.000002927,,0.0020510557,
2.091,114.695194,1.123492,90.117926,-18.026924,72.091002,1.1264219063,-0.2816706875,1.4080925938,,,,,0.000024564,,2.9271759014711E-06,,0.0020511113,
2.092,114.620765,1.115387,90.059445,-17.968441,72.091004,1.1264219375,-0.2807568906,1.4071788281,,,,,0.000034457,,2.92728283364427E-06,,0.0020511391,
2.093,114.546499,1.107311,90.001094,-17.910086,72.091008,1.126422,-0.2798450938,1.4062670938,,,,,4.59928607471537E-05,,2.92749670384998E-06,,0.0020511947,
2.094,114.472472,1.09927,89.942929,-17.851918,72.091011,1.1264220469,-0.2789362188,1.4053582656,,,,,5.91465380975659E-05,,2.92765711163274E-06,,0.0020512364,
2.095,114.398756,1.091272,89.885009,-17.793995,72.091014,1.1264220938,-0.2780311719,1.4044532656,,,,,7.38864973011372E-05,,2.9278175238085E-06,,0.0020512781,
2.096,114.325428,1.083325,89.827394,-17.736376,72.091018,1.1264221563,-0.277130875,1.4035530313,,,,,9.01744414213023E-05,,0.000002928,,0.0020513337,
2.097,114.252564,1.075435,89.770144,-17.679122,72.091022,1.1264222188,-0.2762362813,1.4026585,,,,,0.0001079649,,2.92824531109644E-06,,0.0020513893,
2.098,114.18024,1.067609,89.713318,-17.622293,72.091025,1.1264222656,-0.2753483281,1.4017705938,,,,,0.0001272061,,2.92840573938549E-06,,0.002051431,
2.099,114.108534,1.059856,89.656977,-17.565948,72.091029,1.1264223281,-0.2744679375,1.4008902656,,,,,0.0001478403,,2.92861965060683E-06,,0.0020514866,
2.1,114.037523,1.052182,89.601183,-17.510151,72.091032,1.126422375,-0.2735961094,1.4000184844,,,,,0.0001698014,,2.9287800891513E-06,,0.0020515283,
2.101,113.967287,1.044595,89.545997,-17.454961,72.091036,1.1264224375,-0.2727337656,1.3991562031,,,,,0.0001930191,,0.000002929,,0.0020515839,
2.102,113.897902,1.037102,89.49148,-17.400441,72.091039,1.1264224844,-0.2718818906,1.398304375,,,,,0.0002174152,,2.92915446284137E-06,,0.0020516256,
2.103,113.829448,1.029711,89.437695,-17.346652,72.091043,1.1264225469,-0.2710414375,1.3974639844,,,,,0.0002429066,,2.92936840140798E-06,,0.0020516812,
2.104,113.762003,1.022429,89.384702,-17.293655,72.091047,1.1264226094,-0.2702133594,1.3966359688,,,,,0.0002694042,,2.92958234778556E-06,,0.0020517368,
2.105,113.695645,1.015264,89.332563,-17.241513,72.09105,1.1264226563,-0.2693986406,1.3958212969,,,,,0.0002968128,,2.9297428126957E-06,,0.0020517785,
2.106,113.630451,1.008223,89.28134,-17.190286,72.091054,1.1264227188,-0.2685982188,1.3950209375,,,,,0.0003250333,,0.00000293,,0.0020518341,
2.107,113.5665,1.001312,89.231092,-17.140035,72.091057,1.1264227656,-0.2678130469,1.3942358125,,,,,0.000353961,,2.93011724791073E-06,,0.0020518758,
2.108,113.503868,0.99454,89.181881,-17.09082,72.091061,1.1264228281,-0.2670440625,1.3934668906,,,,,0.0003834874,,2.93033122163207E-06,,0.0020519314,
2.109,113.442631,0.987914,89.133766,-17.042701,72.091065,1.1264228906,-0.2662922031,1.3927150938,,,,,0.0004134998,,2.9305452031659E-06,,0.002051987,
2.11,113.382864,0.98144,89.086806,-16.995738,72.091068,1.1264229375,-0.2655584063,1.3919813438,,,,,0.0004438813,,2.93070569444399E-06,,0.0020520287,
2.111,113.324641,0.975126,89.041059,-16.949988,72.091071,1.1264229844,-0.2648435625,1.3912665469,,,,,0.0004745137,,2.93086619011661E-06,,0.0020520704,
2.112,113.268035,0.968979,88.996583,-16.905509,72.091074,1.1264230313,-0.2641485781,1.3905716094,,,,,0.0005052748,,0.000002931,,0.0020521121,
2.113,113.213119,0.963004,88.953435,-16.862357,72.091078,1.1264230938,-0.2634743281,1.3898974219,,,,,0.0005360415,,2.93124069710822E-06,,0.0020521677,
2.114,113.159961,0.957209,88.911668,-16.820587,72.091081,1.1264231406,-0.2628216719,1.3892448125,,,,,0.0005666888,,2.93140120742928E-06,,0.0020522094,
2.115,113.108632,0.951601,88.871337,-16.780253,72.091084,1.1264231875,-0.2621914531,1.3886146406,,,,,0.0005970909,,2.93156172214411E-06,,0.0020522511,
2.116,113.059196,0.946185,88.832495,-16.741408,72.091087,1.1264232344,-0.2615845,1.3880077344,,,,,0.0006271217,,2.93172224125347E-06,,0.0020522928,
2.117,113.01172,0.940967,88.795192,-16.704102,72.09109,1.1264232813,-0.2610015938,1.387424875,,,,,0.0006566562,,2.93188276475888E-06,,0.0020523345,
2.118,112.966266,0.935954,88.759479,-16.668385,72.091094,1.1264233438,-0.2604435156,1.3868668594,,,,,0.0006855695,,2.93209680293334E-06,,0.0020523901,
2.119,112.922895,0.931151,88.725401,-16.634305,72.091096,1.126423375,-0.2599110156,1.3863343906,,,,,0.0007137383,,2.93220382495102E-06,,0.0020524179,
2.12,112.881666,0.926564,88.693006,-16.601908,72.091098,1.1264234063,-0.2594048125,1.3858282188,,,,,0.0007410419,,2.9323108489203E-06,,0.0020524457,
2.121,112.842633,0.922197,88.662337,-16.571236,72.091101,1.1264234531,-0.2589255625,1.3853490156,,,,,0.000767364,,2.93247138853823E-06,,0.0020524874,
2.122,112.80585,0.918056,88.633437,-16.542333,72.091104,1.1264235,-0.2584739531,1.3848974531,,,,,0.0007925883,,2.9326319325507E-06,,0.0020525291,
2.123,112.771368,0.914145,88.606343,-16.515238,72.091105,1.1264235156,-0.2580505938,1.3844741094,,,,,0.0008166051,,2.93268544819783E-06,,0.002052543,
2.124,112.739234,0.91047,88.581095,-16.489987,72.091108,1.1264235625,-0.2576560469,1.3840796094,,,,,0.0008393102,,2.93284599806967E-06,,0.0020525847,
2.125,112.709501,0.906799,88.557734,-16.461153,72.096581,1.1265090781,-0.2572055156,1.3837145938,,,,,0.0008656177,,3.2330594109448E-06,,0.0021286583,
2.126,112.682211,0.903607,88.536291,-16.439709,72.096582,1.1265090938,-0.2568704531,1.3833795469,,,,,0.000885446,,3.23311560090913E-06,,0.0021286722,
2.127,112.657393,0.900661,88.516792,-16.420207,72.096585,1.1265091406,-0.2565657344,1.383074875,,,,,0.0009036735,,3.23328417372861E-06,,0.0021287139,
2.128,112.635083,0.897965,88.499262,-16.402676,72.096586,1.1265091563,-0.2562918125,1.3828009688,,,,,0.0009202174,,3.23334036564606E-06,,0.0021287278,
2.129,112.615312,0.895522,88.483727,-16.38714,72.096587,1.1265091719,-0.2560490625,1.3825582344,,,,,0.000935004,,3.233396558051E-06,,0.0021287417,
2.13,112.598107,0.893335,88.47021,-16.373622,72.096588,1.1265091875,-0.2558378438,1.3823470313,,,,,0.0009479658,,3.23345275094422E-06,,0.0021287556,
2.131,112.583494,0.891406,88.458728,-16.362139,72.096589,1.1265092031,-0.2556584219,1.382167625,,,,,0.0009590465,,3.23350894432571E-06,,0.0021287695,
2.132,112.571493,0.889737,88.449299,-16.352709,72.09659,1.1265092188,-0.2555110781,1.3820202969,,,,,0.0009681942,,3.23356513819549E-06,,0.0021287834,
2.133,112.562121,0.888329,88.441935,-16.345345,72.09659,1.1265092188,-0.2553960156,1.3819052344,,,,,0.000975368,,3.23356513819629E-06,,0.0021287834,
2.134,112.555392,0.887184,88.436647,-16.340057,72.09659,1.1265092188,-0.2553133906,1.3818226094,,,,,0.0009805357,,3.23356513819549E-06,,0.0021287834,
2.135,112.551314,0.886303,88.433443,-16.336852,72.096591,1.1265092344,-0.2552633125,1.3817725469,,,,,0.0009836745,,3.23362133255356E-06,,0.0021287973,
2.136,112.549892,0.885686,88.432326,-16.335735,72.096591,1.1265092344,-0.2552458594,1.3817550938,,,,,0.0009847695,,3.23362133255435E-06,,0.0021287973,
2.137,112.551129,0.885334,88.433298,-16.336708,72.09659,1.1265092188,-0.2552610625,1.3817702813,,,,,0.0009838156,,3.23356513819549E-06,,0.0021287834,
2.138,112.555025,0.885013,88.43636,-16.334303,72.102057,1.1265946406,-0.2552234844,1.381818125,,,,,0.0009861743,,3.54807525650428E-06,,0.0022047737,
2.139,112.561574,0.88519,88.441505,-16.339449,72.102056,1.126594625,-0.2553038906,1.3818985156,,,,,0.0009811308,,0.000003548,,0.0022047598,
2.14,112.570761,0.88563,88.448723,-16.346668,72.102055,1.1265946094,-0.2554166875,1.3820112969,,,,,0.0009740772,,0.000003548,,0.0022047459,
2.141,112.582574,0.886332,88.458005,-16.355951,72.102054,1.1265945938,-0.2555617344,1.3821563281,,,,,0.0009650444,,3.54789866805819E-06,,0.002204732,
2.142,112.596993,0.887294,88.469334,-16.367281,72.102053,1.1265945781,-0.2557387656,1.3823333438,,,,,0.0009540767,,3.5478398062205E-06,,0.0022047181,
2.143,112.613997,0.888516,88.482695,-16.380643,72.102052,1.1265945625,-0.2559475469,1.3825421094,,,,,0.0009412225,,3.54778094487026E-06,,0.0022047042,
2.144,112.63356,0.889993,88.498065,-16.396015,72.10205,1.1265945313,-0.2561877344,1.3827822656,,,,,0.0009265426,,3.54766322363295E-06,,0.0022046764,
2.145,112.655658,0.891959,88.515428,-16.418844,72.096584,1.126509125,-0.2565444375,1.3830535625,,,,,0.0009049544,,3.23322798230103E-06,,0.0021287,
