Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
7.569,118.080605,1.302562,92.7779,-20.91112,71.86678,1.1229184375,-0.32673625,1.4496546875,,,,,0.0016087602,,3.21330577084362E-06,,0.0010655315,
7.57,117.958688,1.289988,92.682107,-20.815322,71.866785,1.1229185156,-0.3252394063,1.4481579219,,,,,0.0014909258,,0.000003213,,0.001065462,
7.571,117.835939,1.277359,92.585662,-20.71887,71.866792,1.122918625,-0.3237323438,1.4466509688,,,,,0.0013768141,,3.21263359239997E-06,,0.0010653647,
7.572,117.712503,1.264688,92.488675,-20.621877,71.866798,1.1229187188,-0.3222168281,1.4451355469,,,,,0.0012666432,,3.21229752954534E-06,,0.0010652813,
7.573,117.588526,1.251987,92.391265,-20.52446,71.866805,1.1229188281,-0.3206946875,1.4436135156,,,,,0.0011606143,,3.21190547843186E-06,,0.001065184,
7.574,117.464166,1.239273,92.293553,-20.426741,71.866812,1.1229189375,-0.3191678281,1.4420867656,,,,,0.0010589122,,3.21151345124337E-06,,0.0010650867,
7.575,117.339581,1.226559,92.195665,-20.328845,71.86682,1.1229190625,-0.3176382031,1.4405572656,,,,,0.0009617011,,3.2110654494687E-06,,0.0010649755,
7.576,117.214941,1.214095,92.097733,-20.236373,71.86136,1.12283375,-0.3161933281,1.4390270781,,,,,0.0008741738,,3.52409421949989E-06,,0.0011408685,
7.577,117.090417,1.201429,91.999892,-20.138525,71.861367,1.1228338594,-0.3146644531,1.4374983125,,,,,0.0007861045,,3.52368358147236E-06,,0.0011407712,
7.578,116.96618,1.18881,91.902278,-20.040902,71.861376,1.122834,-0.3131390938,1.4359730938,,,,,0.0007028966,,3.5231556534506E-06,,0.0011406461,
7.579,116.84242,1.17649,91.805037,-19.949121,71.855916,1.1227486875,-0.3117050156,1.4344537031,,,,,0.000628912,,3.85069821254432E-06,,0.001216539,
7.58,116.719319,1.164017,91.708314,-19.852389,71.855925,1.1227488281,-0.3101935781,1.4329424063,,,,,0.0005553884,,3.85014632993186E-06,,0.0012164139,
7.581,116.597054,1.151642,91.612249,-19.756315,71.855934,1.1227489688,-0.3086924219,1.4314413906,,,,,0.0004868874,,3.84959448687018E-06,,0.0012162888,
7.582,116.475816,1.139382,91.51699,-19.661047,71.855943,1.1227491094,-0.3072038594,1.4299529688,,,,,0.0004234114,,0.000003849,,0.0012161637,
7.583,116.355795,1.127254,91.422687,-19.566736,71.855951,1.1227492344,-0.30573025,1.4284794844,,,,,0.0003649381,,3.8485522245534E-06,,0.0012160525,
7.584,116.237185,1.115276,91.329494,-19.473533,71.855961,1.1227493906,-0.3042739531,1.4270233438,,,,,0.0003114186,,3.84793919499158E-06,,0.0012159135,
7.585,116.12018,1.103466,91.237561,-19.38159,71.855971,1.1227495469,-0.3028373438,1.4255868906,,,,,0.0002627786,,3.84732621425701E-06,,0.0012157745,
7.586,116.004984,1.092311,91.14705,-19.302011,71.845039,1.1225787344,-0.3015939219,1.4241726563,,,,,0.0002240118,,4.54658697377962E-06,,0.0013677272,
7.587,115.891793,1.080889,91.058114,-19.213066,71.845048,1.122578875,-0.3002041563,1.4227830313,,,,,0.000184342,,0.000004546,,0.0013676021,
7.588,115.780789,1.069688,90.970896,-19.125839,71.845057,1.1225790156,-0.2988412344,1.42142025,,,,,0.00014919,,4.54538764947261E-06,,0.001367477,
7.589,115.672164,1.058725,90.885547,-19.040481,71.845066,1.1225791563,-0.2975075156,1.4200866719,,,,,0.0001183879,,4.54478804664527E-06,,0.0013673519,
7.59,115.566106,1.048016,90.802216,-18.957141,71.845075,1.1225792969,-0.2962053281,1.418784625,,,,,9.17463351536236E-05,,4.54418848336872E-06,,0.0013672268,
7.591,115.462802,1.037579,90.721048,-18.875964,71.845084,1.1225794375,-0.2949369375,1.417516375,,,,,6.90567664636075E-05,,4.5435889596439E-06,,0.0013671018,
7.592,115.362446,1.026961,90.642197,-18.786174,71.856023,1.1227503594,-0.2935339688,1.4162843281,,,,,4.77076346339903E-05,,3.84413950154784E-06,,0.0012150517,
7.593,115.265215,1.017116,90.565801,-18.70977,71.856031,1.1227504844,-0.2923401563,1.4150906406,,,,,3.26413266871028E-05,,3.84364935524109E-06,,0.0012149405,
7.594,115.171274,1.007825,90.49199,-18.641418,71.850572,1.1226651875,-0.2912721563,1.4139373438,,,,,2.15784297835033E-05,,4.18537783574393E-06,,0.0012908196,
7.595,115.080789,0.998634,90.420894,-18.570314,71.85058,1.1226653125,-0.2901611563,1.4128264688,,,,,0.000012491,,4.1848663964684E-06,,0.0012907084,
7.596,114.993917,0.989792,90.352637,-18.50205,71.850587,1.1226654219,-0.2890945313,1.4117599531,,,,,6.08921681766574E-06,,4.18441891273776E-06,,0.0012906111,
7.597,114.91081,0.981313,90.287339,-18.436745,71.850594,1.1226655313,-0.2880741406,1.4107396719,,,,,2.09451295230826E-06,,0.000004184,,0.0012905138,
7.598,114.831614,0.973209,90.225113,-18.374512,71.850601,1.1226656406,-0.28710175,1.4097673906,,,,,2.25484991726726E-07,,4.18352401705383E-06,,0.0012904165,
7.599,114.756464,0.965493,90.166067,-18.31546,71.850607,1.1226657344,-0.2861790625,1.4088447969,,,,,2.00556097658009E-07,,4.18314051962889E-06,,0.0012903331,
7.6,114.685489,0.958176,90.1103,-18.259687,71.850613,1.1226658281,-0.2853076094,1.4079734375,,,,,1.74052089290848E-06,,4.18275703978208E-06,,0.0012902497,
7.601,114.618805,0.95127,90.057905,-18.207287,71.850618,1.1226659063,-0.2844888594,1.4071547656,,,,,4.57120659634595E-06,,4.18243748667065E-06,,0.0012901802,
7.602,114.55652,0.944783,90.008968,-18.158345,71.850623,1.1226659844,-0.2837241406,1.406390125,,,,,0.000008426,,4.18211794576625E-06,,0.0012901107,
7.603,114.498733,0.938725,89.963563,-18.112936,71.850627,1.1226660469,-0.283014625,1.4056806719,,,,,1.30485118918018E-05,,4.18186232183252E-06,,0.0012900551,
7.604,114.445537,0.933339,89.921766,-18.076605,71.845161,1.1225806406,-0.2824469531,1.4050275938,,,,,1.74719341421054E-05,,4.53846131780336E-06,,0.0013660315,
7.605,114.397009,0.928161,89.883637,-18.038473,71.845164,1.1225806875,-0.2818511406,1.4044318281,,,,,2.28078527739587E-05,,4.5382615981441E-06,,0.0013659898,
7.606,114.353205,0.923434,89.84922,-18.004053,71.845167,1.1225807344,-0.2813133281,1.4038940625,,,,,0.000028234,,4.53806188287842E-06,,0.0013659481,
7.607,114.314179,0.919161,89.818556,-17.973387,71.845169,1.1225807656,-0.2808341719,1.4034149375,,,,,3.3555669007987E-05,,4.53792874181001E-06,,0.0013659203,
7.608,114.279971,0.915346,89.791678,-17.946508,71.84517,1.1225807813,-0.2804141875,1.4029949688,,,,,3.8597764301558E-05,,4.53786217200823E-06,,0.0013659064,
7.609,114.250617,0.912227,89.768614,-17.928908,71.839706,1.1224954063,-0.2801391875,1.4026345938,,,,,4.20903797465584E-05,,4.90888712651998E-06,,0.0014418549,
7.61,114.226134,0.909337,89.749377,-17.909671,71.839706,1.1224954063,-0.2798386094,1.4023340156,,,,,4.60808543103588E-05,,4.90888712652096E-06,,0.0014418549,
7.611,114.206526,0.906911,89.733971,-17.894265,71.839706,1.1224954063,-0.2795978906,1.4020932969,,,,,4.94069362429961E-05,,4.90888712652096E-06,,0.0014418549,
7.612,114.191789,0.904949,89.722392,-17.882686,71.839706,1.1224954063,-0.2794169688,1.401912375,,,,,5.19830711380913E-05,,4.90888712651998E-06,,0.0014418549,
7.613,114.181908,0.903449,89.714628,-17.874924,71.839704,1.122495375,-0.2792956875,1.4017910625,,,,,5.37466385978584E-05,,0.000004909,,0.0014418827,
7.614,114.176857,0.902411,89.71066,-17.870957,71.839703,1.1224953594,-0.2792337031,1.4017290625,,,,,5.4659321587893E-05,,4.90909484129739E-06,,0.0014418966,
7.615,114.176599,0.90183,89.710457,-17.870757,71.8397,1.1224953125,-0.2792305781,1.4017258906,,,,,5.47055388177366E-05,,4.90930256046835E-06,,0.0014419383,
7.616,114.181088,0.901704,89.713984,-17.874286,71.839698,1.1224952813,-0.2792857188,1.401781,,,,,5.38929039712159E-05,,4.90944104235805E-06,,0.0014419661,
7.617,114.190267,0.902026,89.721196,-17.881501,71.839695,1.1224952344,-0.2793984531,1.4018936875,,,,,5.22504066367806E-05,,4.90964876885323E-06,,0.0014420078,
7.618,114.20407,0.902792,89.732041,-17.89235,71.839691,1.1224951719,-0.2795679688,1.4020631406,,,,,4.98284736857911E-05,,4.90992574435137E-06,,0.0014420634,
7.619,114.222422,0.903994,89.746461,-17.906774,71.839687,1.1224951094,-0.2797933438,1.4022884531,,,,,4.6697455487429E-05,,4.91020272766005E-06,,0.001442119,
7.62,114.24524,0.905627,89.76439,-17.924707,71.839683,1.1224950469,-0.2800735469,1.4025685938,,,,,4.29464031035178E-05,,4.91047971878122E-06,,0.0014421746,
7.621,114.272434,0.907681,89.785756,-17.946078,71.839678,1.1224949688,-0.2804074688,1.4029024375,,,,,3.86812927324411E-05,,4.91082596867001E-06,,0.0014422441,
7.622,114.303904,0.910149,89.810483,-17.97081,71.839673,1.1224948906,-0.2807939063,1.4032887969,,,,,3.40237857559786E-05,,4.91117223076582E-06,,0.0014423136,
7.623,114.339546,0.913021,89.838487,-17.99882,71.839667,1.1224947969,-0.2812315625,1.4037263594,,,,,2.91096386831585E-05,,4.91158776139388E-06,,0.001442397,
7.624,114.379249,0.916288,89.869682,-18.03002,71.839662,1.1224947188,-0.2817190625,1.4042137813,,,,,2.40868434056582E-05,,4.91193405034516E-06,,0.0014424665,
7.625,114.422895,0.919939,89.903976,-18.06432,71.839656,1.122494625,-0.282255,1.404749625,,,,,1.91134868761272E-05,,4.91234961319978E-06,,0.0014425499,
7.626,114.470363,0.923964,89.941272,-18.101622,71.83965,1.1224945313,-0.2828378438,1.405332375,,,,,1.43569275625786E-05,,4.91276519363253E-06,,0.0014426333,
7.627,114.521527,0.92835,89.981472,-18.141828,71.839644,1.1224944375,-0.2834660625,1.4059605,,,,,9.99087726505814E-06,,4.91318079164439E-06,,0.0014427167,
7.628,114.576256,0.933088,90.024474,-18.184836,71.839638,1.1224943438,-0.2841380625,1.4066324063,,,,,6.19429915945808E-06,,4.91359640723339E-06,,0.0014428001,
7.629,114.634417,0.938165,90.070172,-18.230541,71.839631,1.1224942344,-0.2848522031,1.4073464375,,,,,3.14953976971793E-06,,4.91408131430385E-06,,0.0014428974,
7.63,114.695873,0.943569,90.118459,-18.278835,71.839624,1.122494125,-0.2856067969,1.4081009219,,,,,1.0406050811053E-06,,4.91456624530009E-06,,0.0014429947,
7.631,114.760487,0.949288,90.169228,-18.329609,71.839619,1.1224940469,-0.2864001406,1.4088941875,,,,,5.14186350084021E-08,,4.91491263923184E-06,,0.0014430642,
7.632,114.828119,0.955309,90.222367,-18.382755,71.839612,1.1224939375,-0.2872305469,1.4097244844,,,,,3.64392688667737E-07,,4.91539761124371E-06,,0.0014431615,
7.633,114.898634,0.961385,90.277772,-18.432694,71.845078,1.1225793438,-0.2880108438,1.4105901875,,,,,1.91530749967832E-06,,0.000004544,,0.0013671851,
7.634,114.971892,0.967973,90.335332,-18.49026,71.845072,1.12257925,-0.2889103125,1.4114895625,,,,,0.000005214,,4.54438833340097E-06,,0.0013672685,
7.635,115.047741,0.974825,90.394928,-18.549863,71.845065,1.1225791406,-0.2898416094,1.41242075,,,,,1.03343730822081E-05,,4.54485466722925E-06,,0.0013673658,
7.636,115.126048,0.981694,90.456455,-18.605929,71.850526,1.1226644688,-0.2907176406,1.4133821094,,,,,1.67341801328832E-05,,4.18831921802033E-06,,0.001291459,
7.637,115.206669,0.989037,90.5198,-18.669281,71.850519,1.1226643594,-0.2917075156,1.414371875,,,,,2.58126815482021E-05,,4.18876691024706E-06,,0.0012915563,
7.638,115.289457,0.996605,90.584848,-18.734335,71.850513,1.1226642656,-0.2927239844,1.41538825,,,,,3.71744695807146E-05,,4.18915066548541E-06,,0.0012916397,
7.639,115.374271,1.004387,90.651488,-18.800982,71.850506,1.1226641563,-0.2937653438,1.4164295,,,,,5.09574162918282E-05,,4.18959840214574E-06,,0.001291737,
7.64,115.460979,1.012134,90.719616,-18.863649,71.855967,1.1227494844,-0.2947445156,1.417494,,,,,6.58957256468514E-05,,3.84757140069076E-06,,0.0012158301,
7.641,115.549445,1.02007,90.789125,-18.927695,71.86143,1.1228348438,-0.2957452344,1.4185800781,,,,,8.31440691896517E-05,,0.00000352,,0.0011398955,
7.642,115.639531,1.028417,90.859907,-18.998483,71.861424,1.12283475,-0.2968512969,1.4196860469,,,,,0.0001045383,,3.5203407053002E-06,,0.0011399789,
7.643,115.731102,1.036927,90.931856,-19.070437,71.861419,1.1228346719,-0.2979755781,1.42081025,,,,,0.0001287926,,3.52063387657569E-06,,0.0011400484,
7.644,115.824031,1.045823,91.004872,-19.148926,71.855946,1.1227491563,-0.2992019688,1.421951125,,,,,0.0001581324,,3.8488587576453E-06,,0.001216122,
7.645,115.918191,1.054624,91.078855,-19.222915,71.85594,1.1227490625,-0.3003580469,1.4231071094,,,,,0.0001885445,,3.84922661346867E-06,,0.0012162054,
7.646,116.013454,1.063554,91.153704,-19.297769,71.855935,1.1227489844,-0.3015276406,1.424276625,,,,,0.0002220321,,3.84953317341604E-06,,0.0012162749,
7.647,116.109696,1.072601,91.229324,-19.373394,71.85593,1.1227489063,-0.3027092813,1.4254581875,,,,,0.0002586431,,3.84983974557043E-06,,0.0012163444,
7.648,116.206799,1.081754,91.305619,-19.449694,71.855925,1.1227488281,-0.3039014688,1.4266502969,,,,,0.0002984108,,3.85014632993273E-06,,0.0012164139,
7.649,116.304646,1.091002,91.382499,-19.52658,71.855919,1.1227487344,-0.3051028125,1.4278515469,,,,,0.0003413594,,3.85051424727868E-06,,0.0012164973,
7.65,116.403125,1.100334,91.459876,-19.60396,71.855916,1.1227486875,-0.306311875,1.4290605625,,,,,0.0003874983,,3.85069821254432E-06,,0.001216539,
7.651,116.502124,1.10974,91.537661,-19.68175,71.855911,1.1227486094,-0.3075273438,1.4302759531,,,,,0.0004368287,,0.000003851,,0.0012166085,
7.652,116.601541,1.119445,91.615774,-19.765334,71.85044,1.122663125,-0.3088333438,1.4314964688,,,,,0.0004931263,,4.19382109549977E-06,,0.0012926544,
7.653,116.701269,1.12897,91.694133,-19.843697,71.850436,1.1226630625,-0.3100577656,1.4327208281,,,,,0.0005490056,,4.19407708466878E-06,,0.00129271,
7.654,116.801207,1.138539,91.772655,-19.922224,71.850431,1.1226629844,-0.31128475,1.4339477344,,,,,0.0006080097,,4.19439708211615E-06,,0.0012927795,
7.655,116.901256,1.148143,91.851265,-20.000838,71.850427,1.1226629219,-0.3125130938,1.4351760156,,,,,0.0006700952,,4.19465308886328E-06,,0.0012928351,
7.656,117.001321,1.157774,91.929888,-20.079464,71.850424,1.122662875,-0.313741625,1.4364045,,,,,0.0007352085,,4.19484509904991E-06,,0.0012928768,
7.657,117.10131,1.167422,92.008451,-20.158031,71.85042,1.1226628125,-0.3149692344,1.4376320469,,,,,0.0008032881,,4.19510111946983E-06,,0.0012929324,
7.658,117.201136,1.177079,92.086886,-20.236469,71.850417,1.1226627656,-0.3161948281,1.4388575938,,,,,0.0008742625,,4.19529313990945E-06,,0.0012929741,
7.659,117.300712,1.186736,92.165124,-20.314711,71.850413,1.1226627031,-0.3174173594,1.4400800625,,,,,0.0009480525,,4.19554917400034E-06,,0.0012930297,
7.66,117.399955,1.196386,92.243102,-20.392691,71.850411,1.1226626719,-0.3186357969,1.4412984688,,,,,0.0010245696,,4.19567719397593E-06,,0.0012930575,
7.661,117.498787,1.206021,92.320756,-20.470348,71.850408,1.122662625,-0.3198491875,1.4425118125,,,,,0.0011037206,,4.19586922760005E-06,,0.0012930992,
7.662,117.59713,1.215633,92.398025,-20.547621,71.850404,1.1226625625,-0.3210565781,1.4437191406,,,,,0.0011854029,,4.19612527926907E-06,,0.0012931548,
7.663,117.694911,1.225215,92.474853,-20.624451,71.850402,1.1226625313,-0.3222570469,1.4449195781,,,,,0.0012695076,,4.1962533080328E-06,,0.0012931826,
7.664,117.792058,1.234761,92.551183,-20.700784,71.850399,1.1226624844,-0.32344975,1.4461122344,,,,,0.0013559225,,4.19644535484143E-06,,0.0012932243,
7.665,117.888503,1.244262,92.626962,-20.776565,71.850397,1.1226624531,-0.3246338281,1.4472962813,,,,,0.0014445268,,4.19657338848798E-06,,0.0012932521,
7.666,117.98418,1.253714,92.702137,-20.851742,71.850395,1.1226624219,-0.3258084688,1.4484708906,,,,,0.0015351955,,4.19670142408857E-06,,0.0012932799,
7.667,118.079028,1.263109,92.77666,-20.926268,71.850392,1.122662375,-0.3269729375,1.4496353125,,,,,0.001627803,,4.1968934811502E-06,,0.0012933216,
7.668,118.172984,1.272441,92.850483,-21.000093,71.85039,1.1226623438,-0.3281264531,1.4507887969,,,,,0.0017222131,,0.000004197,,0.0012933494,
7.669,118.265992,1.281705,92.923561,-21.073172,71.850389,1.1226623281,-0.3292683125,1.4519306406,,,,,0.0018182903,,4.19708554260635E-06,,0.0012933633,
7.67,118.357996,1.290895,92.99585,-21.145463,71.850387,1.1226622969,-0.3303978594,1.4530601563,,,,,0.0019158971,,4.19721358601853E-06,,0.0012933911,
7.671,118.448944,1.300006,93.06731,-21.216925,71.850385,1.1226622656,-0.3315144531,1.4541767188,,,,,0.0020148927,,4.19734163138474E-06,,0.0012934189,
7.672,118.538786,1.309033,93.1379,-21.287516,71.850384,1.12266225,-0.3326174375,1.4552796875,,,,,0.0021151298,,4.19740565479981E-06,,0.0012934328,
7.673,118.627475,1.317736,93.207584,-21.351736,71.855848,1.122747625,-0.333620875,1.4563685,,,,,0.0022084339,,3.8548692706005E-06,,0.0012174842,
7.674,118.714965,1.32658,93.276327,-21.42048,71.855847,1.1227476094,-0.334695,1.4574426094,,,,,0.0023105425,,3.85493062653511E-06,,0.0012174981,
7.675,118.801213,1.335325,93.344093,-21.488247,71.855846,1.1227475938,-0.3357538594,1.4585014531,,,,,0.0024134584,,0.000003855,,0.001217512,
7.676,118.886178,1.343967,93.410852,-21.555007,71.855845,1.1227475781,-0.3367969844,1.4595445625,,,,,0.0025170376,,3.85505333986917E-06,,0.0012175259,
7.677,118.96983,1.352269,93.476578,-21.615267,71.861311,1.1228329844,-0.3377385469,1.4605715313,,,,,0.0026124007,,0.000003527,,0.0011415496,
7.678,119.052132,1.360695,93.541245,-21.679935,71.86131,1.1228329688,-0.3387489844,1.4615819531,,,,,0.002716712,,0.000003527,,0.0011415635,
7.679,119.133043,1.369007,93.604818,-21.743508,71.86131,1.1228329688,-0.3397423125,1.4625752813,,,,,0.0028212473,,0.000003527,,0.0011415635,
7.68,119.21253,1.377201,93.667272,-21.805963,71.861309,1.1228329531,-0.3407181719,1.463551125,,,,,0.002925866,,3.52708673301273E-06,,0.0011415774,
7.681,119.290564,1.385274,93.728584,-21.867276,71.861308,1.1228329375,-0.3416761875,1.464509125,,,,,0.0030304243,,3.52714542244428E-06,,0.0011415913,
7.682,119.367116,1.393223,93.788733,-21.927425,71.861308,1.1228329375,-0.3426160156,1.4654489531,,,,,0.0031347814,,3.52714542244428E-06,,0.0011415913,
7.683,119.442162,1.401046,93.847698,-21.98639,71.861308,1.1228329375,-0.3435373438,1.4663702813,,,,,0.0032387989,,3.52714542244428E-06,,0.0011415913,
7.684,119.515678,1.408739,93.90546,-22.044153,71.861307,1.1228329219,-0.3444398906,1.4672728125,,,,,0.0033423422,,3.52720411236244E-06,,0.0011416052,
7.685,119.587642,1.4163,93.962004,-22.100697,71.861307,1.1228329219,-0.3453233906,1.4681563125,,,,,0.0034452783,,3.52720411236327E-06,,0.0011416052,
7.686,119.658035,1.423727,94.017313,-22.156006,71.861307,1.1228329219,-0.3461875938,1.4690205156,,,,,0.0035474765,,3.52720411236327E-06,,0.0011416052,
7.687,119.72684,1.431018,94.071374,-22.210067,71.861307,1.1228329219,-0.3470322969,1.4698652188,,,,,0.0036488123,,3.52720411236244E-06,,0.0011416052,
7.688,119.79404,1.43817,94.124174,-22.262867,71.861307,1.1228329219,-0.3478572969,1.4706902188,,,,,0.0037491618,,3.52720411236327E-06,,0.0011416052,
7.689,119.859629,1.445418,94.175708,-22.319869,71.855839,1.1227474844,-0.3487479531,1.4714954375,,,,,0.0038590256,,3.85542149159099E-06,,0.0012176093,
7.69,119.923594,1.45229,94.225967,-22.370127,71.85584,1.1227475,-0.3495332344,1.4722807344,,,,,0.0039572072,,3.85536013175013E-06,,0.0012175954,
7.691,119.98592,1.459019,94.274937,-22.419097,71.85584,1.1227475,-0.3502983906,1.4730458906,,,,,0.004054059,,3.85536013175013E-06,,0.0012175954,
7.692,120.046596,1.465603,94.322611,-22.466771,71.85584,1.1227475,-0.3510432969,1.4737907969,,,,,0.0041494725,,3.85536013175013E-06,,0.0012175954,
7.693,120.105616,1.472043,94.368984,-22.513144,71.85584,1.1227475,-0.351767875,1.474515375,,,,,0.004243347,,3.85536013175013E-06,,0.0012175954,
7.694,120.162975,1.478337,94.414052,-22.558211,71.855841,1.1227475156,-0.3524720469,1.4752195625,,,,,0.0043355837,,3.85529877239755E-06,,0.0012175815,
7.695,120.21867,1.484483,94.457813,-22.601971,71.855842,1.1227475313,-0.3531557969,1.4759033281,,,,,0.0044260945,,3.85523741353325E-06,,0.0012175676,
7.696,120.272698,1.490482,94.500264,-22.644421,71.855843,1.1227475469,-0.3538190781,1.476566625,,,,,0.0045147892,,3.85517605515723E-06,,0.0012175537,
7.697,120.32506,1.496334,94.541405,-22.685562,71.855843,1.1227475469,-0.3544619063,1.4772094531,,,,,0.0046015884,,3.85517605515723E-06,,0.0012175537,
7.698,120.375756,1.502037,94.581238,-22.725394,71.855844,1.1227475625,-0.3550842813,1.4778318438,,,,,0.0046864134,,3.8551146972695E-06,,0.0012175398,
