Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,Energy Drift
3.22,115.538147,1.637832,1049.016201,-216.432178,832.584023,13.0091253594,-3.3817527813,16.3908781406,,,8.9776203758,,13.236402674,,141.227140566,,10.5727583522,
3.23,115.442683,1.626494,1048.14944,-215.568694,832.580746,13.0090741563,-3.3682608438,16.377335,,,8.4146623438,,13.1384123304,,141.2259235827,,10.5727128025,
3.24,115.332136,1.613395,1047.145743,-214.577855,832.567888,13.00887325,-3.3527789844,16.3616522344,,,7.7855326807,,13.0264179883,,141.221148543,,10.5725340788,
3.25,115.214027,1.599221,1046.073383,-213.511998,832.561385,13.0087716406,-3.3361249688,16.3448966094,,,7.1403735497,,12.9064795674,,141.2187335728,,10.5724436883,
3.26,115.097132,1.584903,1045.012052,-212.468492,832.54356,13.008493125,-3.3198201875,16.3283133125,,,6.5293165704,,12.7895936388,,141.2121141423,,10.5721959242,
3.27,114.989602,1.571181,1044.035744,-211.500823,832.534921,13.0083581406,-3.3047003594,16.3130585,,,5.9913466168,,12.6816775523,,141.2089060488,,10.5720758438,
3.28,114.896932,1.558552,1043.194358,-210.637504,832.556854,13.0087008438,-3.291211,16.2999118438,,,5.5462734129,,12.5857846742,,141.2170509415,,10.5723807083,
3.29,114.820935,1.547457,1042.504352,-209.943858,832.560494,13.0087577188,-3.2803727813,16.2891305,,,5.1940950706,,12.5090018372,,141.2184026904,,10.5724313036,
3.3,114.760413,1.537872,1041.954843,-209.407613,832.54723,13.0085504688,-3.2719939531,16.2805444219,,,4.92189196,,12.4498034506,,141.2134770081,,10.5722469365,
3.31,114.712889,1.529552,1041.523354,-208.977949,832.545405,13.0085219531,-3.2652804531,16.2738024063,,,4.7132832955,,12.4024723203,,141.2127992879,,10.5722215694,
3.32,114.676465,1.522499,1041.192651,-208.66403,832.528621,13.0082597031,-3.2603754688,16.2686351719,,,4.5564562857,,12.3679484709,,141.2065665663,,10.571988275,
3.33,114.651191,1.516678,1040.963178,-208.438684,832.524494,13.0081952188,-3.2568544375,16.2650496563,,,4.4491960207,,12.3431952769,,141.20503403,,10.5719309105,
3.34,114.639456,1.512393,1040.856632,-208.335076,832.521556,13.0081493125,-3.2552355625,16.263384875,,,4.3998281844,,12.3318227482,,141.2039430267,,10.5718900729,
3.35,114.645452,1.510056,1040.911071,-208.392049,832.519022,13.0081097188,-3.2561257656,16.2642354844,,,4.4250182767,,12.338075739,,141.203002049,,10.5718548508,
3.36,114.67398,1.510056,1041.170089,-208.637602,832.532487,13.0083201094,-3.2599625313,16.2682826406,,,4.5458535698,,12.3650441965,,141.2080021893,,10.5720420117,
3.37,114.729123,1.512885,1041.670754,-209.142125,832.528629,13.0082598281,-3.2678457031,16.2761055313,,,4.7840351825,,12.4205470565,,141.206569537,,10.5719883862,
3.38,114.813242,1.518658,1042.434505,-209.905265,832.52924,13.008269375,-3.2797697656,16.2880391406,,,5.1590887012,,12.5047367014,,141.2067964289,,10.571996879,
3.39,114.926534,1.527424,1043.463127,-210.945592,832.517535,13.0080864844,-3.296024875,16.3041113594,,,5.6865782338,,12.6199636863,,141.2024498667,,10.5718341817,
3.4,115.067069,1.538915,1044.739098,-212.234234,832.504864,13.0078885,-3.3161599063,16.3240484063,,,6.3765832281,,12.7634268446,,141.1977446632,,10.5716580573,
3.41,115.231068,1.552637,1046.228105,-213.714557,832.513548,13.0080241875,-3.3392899531,16.3473141406,,,7.2317360847,,12.9292303702,,141.20096934,,10.5717787632,
3.42,115.413416,1.568251,1047.883717,-215.394915,832.488802,13.0076375313,-3.3655455469,16.3731830781,,,8.2457232549,,13.1187354584,,141.1917803706,,10.5714347985,
3.43,115.608035,1.584885,1049.650743,-217.159602,832.491141,13.0076740781,-3.3931187813,16.4007928594,,,9.4013110281,,13.3192351207,,141.1926489022,,10.5714673102,
3.44,115.80828,1.602103,1051.468839,-219.019184,832.449655,13.0070258594,-3.42217475,16.4292006094,,,10.6693738008,,13.5321619501,,141.1772444669,,10.5708906627,
3.45,116.00737,1.618934,1053.276461,-220.846346,832.430115,13.0067205469,-3.4507241563,16.4574447031,,,12.009626076,,13.7430212069,,141.1699892342,,10.5706190605,
3.46,116.198668,1.634731,1055.01333,-222.597103,832.416227,13.0065035469,-3.4780797344,16.4845832813,,,13.3721038963,,13.9465924409,,141.1648327112,,10.57042602,
3.47,116.376072,1.64886,1056.624052,-224.221236,832.402816,13.006294,-3.5034568125,16.5097508125,,,14.7010339751,,14.1367785279,,141.1598533846,,10.5702396096,
3.48,116.534319,1.660772,1058.060837,-225.676377,832.38446,13.0060071875,-3.5261933906,16.5322005781,,,15.9395750855,,14.3082695799,,141.1530381874,,10.5699844647,
3.49,116.669171,1.669941,1059.285205,-226.90773,832.377475,13.0058980469,-3.5454332813,16.5513313281,,,17.0345371153,,14.4541944258,,141.1504448468,,10.5698873746,
3.5,116.777298,1.675982,1060.266934,-227.879747,832.387187,13.0060497969,-3.5606210469,16.5666708438,,,17.9387719116,,14.5699088308,,141.1540506548,,10.5700223695,
3.51,116.856128,1.678871,1060.982669,-228.634695,832.347974,13.0054370938,-3.5724171094,16.5778542031,,,18.6127421992,,14.6601004165,,141.1394921905,,10.5694773163,
3.52,116.903958,1.678146,1061.416936,-229.080297,832.336639,13.0052599844,-3.5793796406,16.584639625,,,19.0277309427,,14.7134658836,,141.1352840272,,10.569319762,
3.53,116.920088,1.673749,1061.563387,-229.210456,832.352931,13.0055145469,-3.581413375,16.5869279219,,,19.1687117798,,14.7290720716,,141.141332516,,10.5695462177,
3.54,116.905192,1.665888,1061.428138,-229.063218,832.36492,13.005701875,-3.5791127813,16.5848146563,,,19.0384980758,,14.7114187092,,141.1457835766,,10.5697128625,
3.55,116.861864,1.65499,1061.034747,-228.700354,832.334393,13.0052248906,-3.5734430313,16.5786679219,,,18.6622681625,,14.6679576731,,141.1344501984,,10.569288543,
3.56,116.795067,1.641383,1060.428271,-228.117454,832.310817,13.0048565156,-3.5643352188,16.5691917344,,,18.0896059602,,14.5982770225,,141.1256977425,,10.5689608412,
3.57,116.712041,1.625755,1059.674445,-227.369742,832.304703,13.0047609844,-3.5526522188,16.5574132031,,,17.3902489461,,14.5091374227,,141.1234279991,,10.5688758577,
3.58,116.621613,1.608888,1058.853412,-226.510961,832.342451,13.0053507969,-3.5392337656,16.5445845625,,,16.6442273975,,14.4070933892,,141.1374417472,,10.5694005477,
3.59,116.532786,1.592099,1058.04692,-225.73347,832.31345,13.0048976563,-3.5270854688,16.531983125,,,15.9273366154,,14.3150191739,,141.1266752153,,10.5689974393,
3.6,116.453001,1.575864,1057.322521,-225.029125,832.293396,13.0045843125,-3.5160800781,16.5206643906,,,15.2968732729,,14.2318620743,,141.1192304697,,10.5687186926,
3.61,116.386832,1.560645,1056.721746,-224.428621,832.293125,13.0045800781,-3.5066972031,16.5112772813,,,14.7836615805,,14.1611560576,,141.1191298664,,10.5687149257,
3.62,116.335586,1.546681,1056.256457,-223.953905,832.302552,13.004727375,-3.4992797656,16.5040071406,,,14.3922108367,,14.1053854957,,141.1226294725,,10.5688459592,
3.63,116.298106,1.533884,1055.91616,-223.577487,832.338673,13.0052917656,-3.4933982344,16.49869,,,14.1092393298,,14.061241393,,141.1360391531,,10.5693480342,
3.64,116.272231,1.52241,1055.681238,-223.355266,832.325972,13.0050933125,-3.4899260313,16.4950193438,,,13.9155241116,,14.0352130911,,141.1313239189,,10.5691714927,
3.65,116.256324,1.511939,1055.536811,-223.211756,832.325055,13.0050789844,-3.4876836875,16.4927626719,,,13.7970997339,,14.0184168655,,141.1309834865,,10.5691587466,
3.66,116.250301,1.502482,1055.482123,-223.140242,832.341881,13.0053418906,-3.4865662813,16.4919081719,,,13.7523918091,,14.0100507132,,141.1372301325,,10.5693926248,
3.67,116.256014,1.494439,1055.533994,-223.212555,832.321439,13.0050224844,-3.4876961719,16.4927186563,,,13.7947968743,,14.0185103516,,141.129641066,,10.5691084849,
3.68,116.276876,1.487882,1055.723411,-223.394743,832.328668,13.0051354375,-3.4905428594,16.4956782969,,,13.9502006553,,14.039835192,,141.1323247997,,10.5692089666,
3.69,116.316681,1.483069,1056.084814,-223.700202,832.384612,13.0060095625,-3.4953156563,16.5013252188,,,14.2491281839,,14.07562509,,141.1530946211,,10.5699865775,
3.7,116.37807,1.480655,1056.64219,-224.269059,832.373131,13.0058301719,-3.5042040469,16.5100342188,,,14.7163594013,,14.1423981255,,141.1488320498,,10.5698269938,
3.71,116.460959,1.480212,1057.394773,-224.996952,832.397821,13.0062159531,-3.515577375,16.5217933281,,,15.3591860163,,14.2280694178,,141.1579988297,,10.5701701801,
3.72,116.561646,1.481699,1058.30895,-225.937634,832.371316,13.0058018125,-3.5302755313,16.5360773438,,,16.158524652,,14.3391686772,,141.1481581974,,10.5698017657,
3.73,116.673144,1.484111,1059.321283,-226.939165,832.382118,13.0059705938,-3.5459244531,16.5518950469,,,17.0673483602,,14.4579294076,,141.1521686638,,10.5699519114,
3.74,116.786684,1.48677,1060.352152,-227.964734,832.387418,13.0060534063,-3.5619489688,16.568002375,,,18.0183672892,,14.5800480959,,141.1541364195,,10.5700255804,
3.75,116.893603,1.488798,1061.322913,-228.923653,832.39926,13.0062384375,-3.5769320781,16.5831705156,,,18.937499518,,14.6946950872,,141.1585331037,,10.5701901819,
3.76,116.986617,1.48955,1062.167424,-229.766179,832.401245,13.0062694531,-3.5900965469,16.596366,,,19.7556935863,,14.7957968449,,141.1592700989,,10.570217773,
3.77,117.060179,1.488463,1062.835321,-230.436982,832.398339,13.0062240469,-3.6005778438,16.6068018906,,,20.4150325495,,14.8765399586,,141.1581911534,,10.5701773802,
3.78,117.109923,1.48513,1063.286971,-230.902563,832.384408,13.006006375,-3.6078525469,16.6138589219,,,20.8670236197,,14.9327101114,,141.1530188811,,10.569983742,
3.79,117.131396,1.47906,1063.481928,-231.101234,832.380694,13.0059483438,-3.6109567813,16.616905125,,,21.0636639159,,14.9567110496,,141.151639971,,10.5699321181,
3.8,117.11947,1.469663,1063.373647,-230.94817,832.425477,13.0066480781,-3.6085651563,16.6152132344,,,20.9543369921,,14.9382180728,,141.1682671648,,10.5705545932,
3.81,117.068669,1.456815,1062.912411,-230.480406,832.432005,13.0067500781,-3.6012563438,16.6080064219,,,20.4918253592,,14.881774384,,141.170690986,,10.5706453311,
3.82,116.974146,1.440052,1062.054194,-229.625379,832.428815,13.0067002344,-3.5878965469,16.5945967813,,,19.6449884634,,14.7788769508,,141.1695065487,,10.5706009907,
3.83,116.833562,1.419206,1060.777777,-228.344118,832.433659,13.0067759219,-3.5678768438,16.5746527656,,,18.4185407494,,14.6253530288,,141.1713051131,,10.5706683214,
3.84,116.649129,1.394548,1059.103244,-226.639143,832.464101,13.0072515781,-3.5412366094,16.5484881875,,,16.8695004349,,14.4223016593,,141.1826084094,,10.5710914594,
3.85,116.429388,1.367169,1057.108123,-224.630964,832.477159,13.0074556094,-3.5098588125,16.5173144219,,,15.1127242114,,14.1849611548,,141.1874570614,,10.5712729631,
3.86,116.190334,1.338679,1054.937663,-222.464893,832.47277,13.0073870313,-3.4760139531,16.4834009844,,,13.3112219971,,13.9311673316,,141.1858273436,,10.5712119568,
3.87,115.954935,1.311254,1052.800382,-220.334344,832.466038,13.0072818438,-3.442724125,16.4500059688,,,11.6489494912,,13.6837704461,,141.1833276443,,10.5711183833,
3.88,115.750404,1.287445,1050.943367,-218.473207,832.47016,13.00734625,-3.4136438594,16.4209901094,,,10.2946310136,,13.4694711093,,141.1848582062,,10.5711756783,
3.89,115.603182,1.269814,1049.606677,-217.136319,832.470358,13.0073493438,-3.3927549844,16.4001043281,,,9.3715744721,,13.3165798612,,141.1849317269,,10.5711784305,
3.9,115.532699,1.260198,1048.96673,-216.497582,832.469148,13.0073304375,-3.3827747188,16.3901051563,,,8.9450027232,,13.2438397172,,141.1844824343,,10.5711616117,
3.91,115.546585,1.259413,1049.092813,-216.643553,832.44926,13.0070196875,-3.3850555156,16.3920752031,,,9.02825659,,13.2604455108,,141.177097801,,10.5708851723,
3.92,115.639374,1.266883,1049.93528,-217.495475,832.439805,13.0068719531,-3.3983667969,16.40523875,,,9.5944736705,,13.3575684818,,141.1735871231,,10.5707537496,
3.93,115.794991,1.281241,1051.34819,-218.931926,832.416264,13.006504125,-3.4208113438,16.4273154688,,,10.5827359994,,13.5221329328,,141.1648464489,,10.5704265342,
3.94,115.991668,1.300426,1053.133892,-220.7408,832.393092,13.0061420625,-3.449075,16.4552170625,,,11.9010423575,,13.7307965607,,141.1562430472,,10.5701044479,
3.95,116.207393,1.322365,1055.092547,-222.719703,832.372844,13.0058256875,-3.4799953594,16.4858210469,,,13.4359909855,,13.960903966,,141.1487254956,,10.5698230046,
3.96,116.424219,1.345326,1057.061193,-224.70426,832.356933,13.0055770781,-3.5110040625,16.5165811406,,,15.0725618645,,14.1935891599,,141.1428182989,,10.5696018447,
3.97,116.630729,1.368014,1058.93618,-226.552696,832.383484,13.0059919375,-3.539885875,16.5458778125,,,16.7186922045,,14.4120441955,,141.1526758237,,10.5699708985,
3.98,116.822724,1.390245,1060.679374,-228.31474,832.364634,13.0056974063,-3.5674178125,16.5731152188,,,18.3256316965,,14.6218422832,,141.1456773949,,10.5697088871,
3.99,117.001911,1.411818,1062.306285,-229.947569,832.358716,13.0056049375,-3.5929307656,16.5985357031,,,19.8918831307,,14.8176086954,,141.1434802581,,10.5696266281,
4,117.17301,1.432977,1063.859758,-231.480305,832.379453,13.0059289531,-3.6168797656,16.6228087188,,,21.4473719402,,15.0025591211,,141.151179222,,10.5699148684,
4.01,117.340114,1.454161,1065.376967,-233.000755,832.376212,13.0058783125,-3.6406367969,16.6465151094,,,23.0230566297,,15.1871603874,,141.1499759318,,10.5698698191,
4.02,117.503607,1.475307,1066.861382,-234.513544,832.347838,13.0054349688,-3.664274125,16.6697090938,,,24.6187421758,,15.3719517906,,141.1394416996,,10.569475426,
4.03,117.65943,1.495797,1068.276158,-235.936454,832.339704,13.005307875,-3.6865070938,16.6918149688,,,26.1893255867,,15.5467840556,,141.1364219143,,10.5693623649,
4.04,117.800887,1.515055,1069.560507,-237.234278,832.326229,13.0050973281,-3.7067855938,16.7118829219,,,27.6571624199,,15.7071091329,,141.1314193291,,10.569175065,
4.05,117.921511,1.53227,1070.655697,-238.303102,832.352595,13.0055092969,-3.7234859688,16.7289952656,,,28.9404376688,,15.8397625406,,141.1412077729,,10.5695415473,
4.06,118.017346,1.547319,1071.525815,-239.182991,832.342824,13.005356625,-3.7372342344,16.7425908594,,,29.9807360318,,15.9493855477,,141.137580225,,10.5694057323,
4.07,118.087861,1.559927,1072.166049,-239.820226,832.345823,13.0054034844,-3.7471910313,16.7525945156,,,30.7579134715,,16.0290129713,,141.1386936185,,10.5694474178,
4.08,118.135587,1.570293,1072.599374,-240.238663,832.360711,13.0056361094,-3.7537291094,16.7593652188,,,31.2895662917,,16.0814077435,,141.1442209267,,10.5696543582,
4.09,118.16512,1.578909,1072.867517,-240.508061,832.359456,13.0056165,-3.7579384531,16.7635549531,,,31.6208364312,,16.1151857717,,141.1437549921,,10.5696369139,
4.1,118.18202,1.586137,1073.020962,-240.646574,832.374388,13.0058498125,-3.7601027188,16.7659525313,,,31.8111875783,,16.1325667921,,141.1492987353,,10.5698444659,
4.11,118.191807,1.592543,1073.109817,-240.726504,832.383313,13.0059892656,-3.761351625,16.7673408906,,,31.9216834785,,16.1426009074,,141.1526123359,,10.5699685217,
4.12,118.199279,1.598575,1073.17766,-240.797216,832.380444,13.0059444375,-3.7624565,16.7684009375,,,32.0061718295,,16.1514804298,,141.1515471529,,10.5699286431,
4.13,118.208185,1.604623,1073.258519,-240.908855,832.349664,13.0054635,-3.7642008594,16.7696643594,,,32.1070207505,,16.1655042511,,141.140119615,,10.569500807,
4.14,118.221133,1.610602,1073.376085,-241.003347,832.372738,13.0058240313,-3.7656772969,16.7715013281,,,32.2539230547,,16.1773788629,,141.1486861411,,10.5698215312,
4.15,118.239731,1.61693,1073.544942,-241.171454,832.373488,13.00583575,-3.7683039688,16.7741397188,,,32.4655144624,,16.1985152953,,141.1489645928,,10.569831956,
4.16,118.264807,1.623599,1073.772615,-241.40412,832.368495,13.0057577344,-3.771939375,16.7776971094,,,32.7519019287,,16.2277916262,,141.147110852,,10.5697625543,
4.17,118.296651,1.630592,1074.061738,-241.698478,832.36326,13.0056759375,-3.7765387188,16.7822146563,,,33.117397791,,16.2648685275,,141.1451672775,,10.5696897888,
4.18,118.335049,1.637777,1074.410366,-242.030923,832.379443,13.0059287969,-3.7817331719,16.7876619688,,,33.560815648,,16.3067936848,,141.1511755093,,10.5699147294,
4.19,118.378921,1.645252,1074.808703,-242.452118,832.356585,13.0055716406,-3.7883143438,16.7938859844,,,34.0710562862,,16.3599887404,,141.1426891001,,10.5695970076,
4.2,118.425986,1.652554,1075.236021,-242.881149,832.354872,13.005544875,-3.7950179531,16.8005628281,,,34.6227121395,,16.4142625039,,141.1420531308,,10.5695731972,
4.21,118.472672,1.659516,1075.659905,-243.334664,832.325241,13.0050818906,-3.802104125,16.8071860156,,,35.1743025367,,16.4717312867,,141.1310525382,,10.569161332,
4.22,118.514612,1.665533,1076.04069,-243.723236,832.317454,13.0049602188,-3.8081755625,16.8131357813,,,35.6735363954,,16.5210504696,,141.1281616635,,10.5690530942,
4.23,118.547435,1.670231,1076.338708,-244.017618,832.32109,13.0050170313,-3.8127752813,16.8177923125,,,36.0666997583,,16.5584637482,,141.1295115019,,10.5691036339,
4.24,118.567599,1.673338,1076.521782,-244.201612,832.32017,13.0050026563,-3.8156501875,16.8206528438,,,36.3092983971,,16.5818692033,,141.1291699581,,10.5690908461,
4.25,118.572992,1.67464,1076.570744,-244.250548,832.320196,13.0050030625,-3.8164148125,16.821417875,,,36.3743208947,,16.5880970226,,141.1291796104,,10.5690912075,
4.26,118.563256,1.674094,1076.48235,-244.155748,832.326602,13.0051031563,-3.8149335625,16.8200367188,,,36.2569778571,,16.5760334023,,141.1315578039,,10.5691802496,
4.27,118.539822,1.671946,1076.269584,-243.957615,832.311969,13.0048745156,-3.8118377344,16.81671225,,,35.9753171243,,16.5508344784,,141.1261254096,,10.5689768537,
4.28,118.505639,1.668443,1075.959224,-243.672238,832.286986,13.0044841563,-3.8073787188,16.811862875,,,35.5664302484,,16.5145733872,,141.1168508952,,10.5686295948,
4.29,118.464678,1.66385,1075.58732,-243.303291,832.284029,13.0044379531,-3.8016139219,16.806051875,,,35.0795449264,,16.467752511,,141.1157531793,,10.5685884931,
4.3,118.421321,1.658684,1075.193667,-242.912617,832.28105,13.0043914063,-3.7955096406,16.7999010469,,,34.5678351858,,16.4182468422,,141.1146473008,,10.5685470856,
4.31,118.379708,1.653256,1074.815845,-242.511225,832.30462,13.0047596875,-3.7892378906,16.7939975781,,,34.0802444092,,16.3674606226,,141.1233971865,,10.568874704,
4.32,118.342939,1.64809,1074.482003,-242.182219,832.299784,13.004684125,-3.7840971719,16.7887812969,,,33.6522941187,,16.3258917274,,141.1216018972,,10.5688074846,
4.33,118.312447,1.643172,1074.205161,-241.889727,832.315434,13.0049286563,-3.7795269844,16.7844556406,,,33.2994520535,,16.2889806444,,141.1274117561,,10.5690250166,
4.34,118.287862,1.638691,1073.981938,-241.67897,832.302968,13.004733875,-3.7762339063,16.7809677813,,,33.0163176599,,16.2624100195,,141.1227839061,,10.5688517416,
4.35,118.267421,1.634521,1073.796349,-241.533734,832.262615,13.0041033594,-3.7739645938,16.7780679531,,,32.7818282279,,16.2441124021,,141.1078038689,,10.5682908426,
4.36,118.248613,1.630306,1073.625586,-241.386942,832.238644,13.0037288125,-3.7716709688,16.7753997813,,,32.5668099907,,16.2256292171,,141.098905614,,10.5679576503,
4.37,118.228926,1.625937,1073.446841,-241.237131,832.20971,13.0032767188,-3.7693301719,16.7726068906,,,32.3425006343,,16.2067767457,,141.0881654217,,10.5675554732,
4.38,118.206536,1.621116,1073.243548,-241.023943,832.219605,13.0034313281,-3.7659991094,16.7694304375,,,32.0883359934,,16.1799676978,,141.0918383626,,10.5676930118,
4.39,118.180675,1.616116,1073.008748,-240.822339,832.186409,13.0029126406,-3.7628490469,16.7657616875,,,31.7960174087,,16.1546357897,,141.0795164751,,10.5672315938,
4.4,118.151828,1.610721,1072.74683,-240.559872,832.186958,13.0029212188,-3.758748,16.7616692188,,,31.4715248766,,16.1216860723,,141.0797202518,,10.5672392248,
4.41,118.121781,1.60529,1072.474023,-240.296724,832.177299,13.0027702969,-3.7546363125,16.7574066094,,,31.1353034392,,16.0886846315,,141.0761350655,,10.5671049665,
4.42,118.093405,1.599986,1072.216388,-240.026423,832.189965,13.0029682031,-3.7504128594,16.7533810625,,,30.819438053,,16.0548213346,,141.0808363865,,10.5672810215,
4.43,118.070167,1.595316,1072.005401,-239.824579,832.180822,13.0028253438,-3.7472590469,16.7500843906,,,30.5619653473,,16.029557594,,141.0774427123,,10.5671539356,
4.44,118.055317,1.591455,1071.87057,-239.683149,832.187421,13.0029284531,-3.7450492031,16.7479776563,,,30.3979957239,,16.0118674055,,141.0798921073,,10.5672456604,
4.45,118.051146,1.58873,1071.832702,-239.650161,832.182541,13.0028522031,-3.7445337656,16.7473859688,,,30.3520200235,,16.0077426423,,141.078080763,,10.5671778293,
4.46,118.058616,1.587223,1071.900528,-239.7291,832.171428,13.0026785625,-3.7457671875,16.74844575,,,30.4343842695,,16.0176139258,,141.0739559151,,10.5670233608,
4.47,118.077387,1.586829,1072.070953,-239.894899,832.176054,13.0027508438,-3.7483577969,16.7511086406,,,30.6418459507,,16.0383569166,,141.0756729551,,10.5670876613,
4.48,118.106046,1.587606,1072.331162,-240.183904,832.147258,13.0023009063,-3.7528735,16.7551744063,,,30.9599515217,,16.0745462094,,141.0649848669,,10.5666874024,
4.49,118.142316,1.58916,1072.660474,-240.525683,832.134791,13.0021061094,-3.7582137969,16.7603199063,,,31.3648916899,,16.1173965122,,141.0603576695,,10.5665141135,
4.5,118.183352,1.591371,1073.033056,-240.932774,832.100282,13.0015669063,-3.7645745938,16.7661415,,,31.8262146874,,16.1685096896,,141.047549855,,10.566034445,
4.51,118.225998,1.593654,1073.420249,-241.299735,832.120514,13.0018830313,-3.7703083594,16.7721913906,,,32.3092058618,,16.2146536068,,141.0550587735,,10.5663156659,
4.52,118.267046,1.596037,1073.79294,-241.684969,832.107971,13.0016870469,-3.7763276406,16.7780146875,,,32.7775342123,,16.2631660275,,141.0504035322,,10.5661413206,
4.53,118.30356,1.598103,1074.124467,-242.023143,832.101324,13.0015831875,-3.7816116094,16.7831947969,,,33.1969649612,,16.3058119202,,141.0479365787,,10.5660489286,
4.54,118.333206,1.599533,1074.39364,-242.265875,832.127765,13.0019963281,-3.7854042969,16.787400625,,,33.539465421,,16.3364563945,,141.0577499633,,10.5664164534,
4.55,118.354458,1.60054,1074.586593,-242.491955,832.094638,13.0014787188,-3.7889367969,16.7904155156,,,33.7860716203,,16.3650244603,,141.0454551726,,10.5659559945,
4.56,118.366844,1.600699,1074.699047,-242.592886,832.106161,13.0016587656,-3.7905138438,16.7921726094,,,33.9302142339,,16.3777864259,,141.0497317705,,10.566116162,
4.57,118.371268,1.600308,1074.739213,-242.631519,832.107694,13.0016827188,-3.7911174844,16.7928002031,,,33.9817730937,,16.3826725945,,141.0503007266,,10.5661374704,
4.58,118.370111,1.599519,1074.72871,-242.607603,832.121107,13.0018922969,-3.7907437969,16.7926360938,,,33.9682852268,,16.3796476954,,141.055278863,,10.5663239085,
4.59,118.367228,1.598699,1074.702536,-242.556623,832.145913,13.0022798906,-3.7899472344,16.792227125,,,33.9346879543,,16.3732006698,,141.0644856589,,10.5666687072,
4.6,118.367527,1.598497,1074.705249,-242.572268,832.132981,13.0020778281,-3.7901916875,16.7922695156,,,33.9381716022,,16.3751790306,,141.0596858841,,10.5664889548,
4.61,118.376339,1.599352,1074.785257,-242.687204,832.098053,13.0015320781,-3.7919875625,16.7935196406,,,34.0409204693,,16.3897167234,,141.0467225946,,10.5660034623,
4.62,118.398577,1.601594,1074.987167,-242.913984,832.073183,13.0011434844,-3.795531,16.7966744844,,,34.3009084294,,16.4184199366,,141.0374926265,,10.5656577741,
4.63,118.437768,1.605443,1075.342992,-243.257568,832.085424,13.00133475,-3.8008995,16.80223425,,,34.7615040463,,16.461954705,,141.0420355739,,10.5658279217,
4.64,118.495338,1.611226,1075.865696,-243.786161,832.079535,13.0012427344,-3.8091587656,16.8104015,,,35.4436709808,,16.5290441098,,141.0398500066,,10.5657460657,
4.65,118.570265,1.618691,1076.545993,-244.451609,832.094384,13.00147475,-3.8195563906,16.8210311406,,,36.3414346423,,16.6136972373,,141.0453609048,,10.5659524639,
4.66,118.659401,1.62773,1077.355285,-245.279601,832.075684,13.0011825625,-3.8324937656,16.8336763281,,,37.4240722516,,16.719329844,,141.0384208054,,10.5656925375,
4.67,118.758147,1.637683,1078.251846,-246.173266,832.07858,13.0012278125,-3.8464572813,16.8476850938,,,38.6419846278,,16.8337164358,,141.0394955818,,10.5657327914,
4.68,118.861408,1.648167,1079.189386,-247.118758,832.070628,13.0011035625,-3.8612305938,16.8623341563,,,39.9364435083,,16.9551612751,,141.03654441,,10.5656222601,
4.69,118.964526,1.658521,1080.125643,-248.023777,832.101866,13.0015916563,-3.8753715156,16.8769631719,,,41.2503911597,,17.0718163859,,141.0481377346,,10.5660564623,
4.7,119.063977,1.6687,1081.028593,-248.944071,832.084522,13.0013206563,-3.8897511094,16.8910717656,,,42.5377589432,,17.1908505267,,141.0417008162,,10.565815384,
4.71,119.157558,1.678282,1081.878253,-249.815533,832.06272,13.00098,-3.9033677031,16.9043477031,,,43.7672052041,,17.3039497734,,141.0336095983,,10.5655123404,
4.72,119.244232,1.687116,1082.665195,-250.629611,832.035584,13.000556,-3.9160876719,16.9166436719,,,44.9215322648,,17.409936665,,141.0235391359,,10.5651351552,
4.73,119.323686,1.694934,1083.386593,-251.334361,832.052232,13.000816125,-3.9270993906,16.9279155156,,,45.9929026723,,17.501951192,,141.0297173457,,10.5653665592,
4.74,119.39572,1.701916,1084.040619,-251.993898,832.046721,13.0007300156,-3.9374046563,16.9381346719,,,46.975132903,,17.5882822351,,141.0276721533,,10.5652899574,
4.75,119.459891,1.707955,1084.623255,-252.598653,832.024602,13.0003844063,-3.9468539531,16.9472383594,,,47.8588864486,,17.6676291764,,141.0194636994,,10.5649825075,
4.76,119.51514,1.712817,1085.124879,-253.111969,832.01291,13.0002017188,-3.9548745156,16.9550762344,,,48.626365362,,17.7351189724,,141.0151248456,,10.5648199909,
4.77,119.559862,1.716411,1085.530925,-253.541062,831.989863,12.9998416094,-3.9615790938,16.9614207031,,,49.252081753,,17.791634017,,141.0065723928,,10.5644996421,
4.78,119.59217,1.71832,1085.824267,-253.808235,832.016032,13.0002505,-3.9657536719,16.9660041719,,,49.7065995326,,17.826868294,,141.0162834006,,10.5648633862,
4.79,119.610159,1.718609,1085.987598,-253.961639,832.025959,13.0004056094,-3.9681506094,16.9685562188,,,49.960578497,,17.847114679,,141.019967281,,10.5650013695,
4.8,119.612443,1.717052,1086.008332,-253.960979,832.047353,13.0007398906,-3.9681402969,16.9688801875,,,49.9928716155,,17.8470275471,,141.0279066946,,10.565298742,
4.81,119.598536,1.71378,1085.882066,-253.845524,832.036542,13.0005709688,-3.9663363125,16.9669072813,,,49.7964043603,,17.8317886696,,141.0238946539,,10.5651484712,
4.82,119.569248,1.708702,1085.616144,-253.572948,832.043196,13.0006749375,-3.9620773125,16.96275225,,,49.383911422,,17.7958372516,,141.0263639949,,10.5652409605,
